# Assembly name:  ROS_Cfam_1.0
# Organism name:  Canis lupus familiaris (dog)
# Infraspecific name:  breed=Labrador retriever
# Isolate:  SID07034
# Sex:  male
# Taxid:          9615
# BioSample:      SAMN14478636
# BioProject:     PRJNA615959
# Submitter:      The Roslin Institute
# Date:           2020-09-03
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAAUVH01
# Assembly method: nuclear: FALCON-Unzip v. 1.2.4; Bionano Solve v. 3.3; Dovetail HiRise v. 2.1.6-072ca03871cc; Racon v. 1.3.2; PBJelly v. PBSuite 15.8.24; mito: Flye v. 2.7b-b1526
# Expected final version: yes
# Genome coverage: 56.5x
# Sequencing technology: PacBio Sequel; Illumina
# GenBank assembly accession: GCA_014441545.1
# RefSeq assembly accession: GCF_014441545.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_014441875.1	GCF_014441875.1	Primary Assembly
## GCA_014441925.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Scaffold_107;HRSCAF=113_pilon	unplaced-scaffold	na	na	JAAUVH010000008.1	=	NW_024010452.1	Primary Assembly	94522	na
Scaffold_108;HRSCAF=114_pilon	unplaced-scaffold	na	na	JAAUVH010000009.1	=	NW_024010453.1	Primary Assembly	33577	na
Scaffold_109;HRSCAF=115_pilon	unplaced-scaffold	na	na	JAAUVH010000010.1	=	NW_024010454.1	Primary Assembly	109286	na
Scaffold_110;HRSCAF=116_pilon	unplaced-scaffold	na	na	JAAUVH010000012.1	=	NW_024010455.1	Primary Assembly	91755	na
Scaffold_111;HRSCAF=117_pilon	unplaced-scaffold	na	na	JAAUVH010000013.1	=	NW_024010456.1	Primary Assembly	22152	na
Scaffold_112;HRSCAF=118_pilon	unplaced-scaffold	na	na	JAAUVH010000014.1	=	NW_024010457.1	Primary Assembly	22334	na
Scaffold_113;HRSCAF=119_pilon	unplaced-scaffold	na	na	JAAUVH010000015.1	=	NW_024010458.1	Primary Assembly	165949	na
Scaffold_114;HRSCAF=120_pilon	unplaced-scaffold	na	na	JAAUVH010000016.1	=	NW_024010459.1	Primary Assembly	23152	na
Scaffold_115;HRSCAF=121_pilon	unplaced-scaffold	na	na	JAAUVH010000017.1	=	NW_024010460.1	Primary Assembly	72456	na
Scaffold_116;HRSCAF=122_pilon	unplaced-scaffold	na	na	JAAUVH010000018.1	=	NW_024010461.1	Primary Assembly	21147	na
Scaffold_117;HRSCAF=123_pilon	unplaced-scaffold	na	na	JAAUVH010000019.1	=	NW_024010462.1	Primary Assembly	23821	na
Scaffold_118;HRSCAF=124_pilon	unplaced-scaffold	na	na	JAAUVH010000020.1	=	NW_024010463.1	Primary Assembly	67011	na
Scaffold_119;HRSCAF=125_pilon	unplaced-scaffold	na	na	JAAUVH010000021.1	=	NW_024010464.1	Primary Assembly	20948	na
Scaffold_120;HRSCAF=126_pilon	unplaced-scaffold	na	na	JAAUVH010000023.1	=	NW_024010465.1	Primary Assembly	110337	na
Scaffold_121;HRSCAF=127_pilon	unplaced-scaffold	na	na	JAAUVH010000024.1	=	NW_024010466.1	Primary Assembly	37483	na
Scaffold_122;HRSCAF=128_pilon	unplaced-scaffold	na	na	JAAUVH010000025.1	=	NW_024010467.1	Primary Assembly	24681	na
Scaffold_123;HRSCAF=129_pilon	unplaced-scaffold	na	na	JAAUVH010000026.1	=	NW_024010468.1	Primary Assembly	28607	na
Scaffold_124;HRSCAF=130_pilon	unplaced-scaffold	na	na	JAAUVH010000027.1	=	NW_024010469.1	Primary Assembly	65107	na
Scaffold_125;HRSCAF=131_pilon	unplaced-scaffold	na	na	JAAUVH010000028.1	=	NW_024010470.1	Primary Assembly	77780	na
Scaffold_126;HRSCAF=132_pilon	unplaced-scaffold	na	na	JAAUVH010000029.1	=	NW_024010471.1	Primary Assembly	42017	na
Scaffold_127;HRSCAF=133_pilon	unplaced-scaffold	na	na	JAAUVH010000030.1	=	NW_024010472.1	Primary Assembly	60977	na
Scaffold_128;HRSCAF=134_pilon	unplaced-scaffold	na	na	JAAUVH010000031.1	=	NW_024010473.1	Primary Assembly	80526	na
Scaffold_129;HRSCAF=135_pilon	unplaced-scaffold	na	na	JAAUVH010000032.1	=	NW_024010474.1	Primary Assembly	70914	na
Scaffold_130;HRSCAF=136_pilon	unplaced-scaffold	na	na	JAAUVH010000033.1	=	NW_024010475.1	Primary Assembly	108750	na
Scaffold_131;HRSCAF=137_pilon	unplaced-scaffold	na	na	JAAUVH010000034.1	=	NW_024010476.1	Primary Assembly	25980	na
Scaffold_132;HRSCAF=138_pilon	unplaced-scaffold	na	na	JAAUVH010000035.1	=	NW_024010477.1	Primary Assembly	76969	na
Scaffold_133;HRSCAF=139_pilon	unplaced-scaffold	na	na	JAAUVH010000036.1	=	NW_024010478.1	Primary Assembly	89397	na
Scaffold_134;HRSCAF=140_pilon	unplaced-scaffold	na	na	JAAUVH010000037.1	=	NW_024010479.1	Primary Assembly	81945	na
Scaffold_135;HRSCAF=141_pilon	unplaced-scaffold	na	na	JAAUVH010000038.1	=	NW_024010480.1	Primary Assembly	31366	na
Scaffold_136;HRSCAF=142_pilon	unplaced-scaffold	na	na	JAAUVH010000039.1	=	NW_024010481.1	Primary Assembly	100708	na
Scaffold_137;HRSCAF=143_pilon	unplaced-scaffold	na	na	JAAUVH010000040.1	=	NW_024010482.1	Primary Assembly	47306	na
Scaffold_138;HRSCAF=144_pilon	unplaced-scaffold	na	na	JAAUVH010000041.1	=	NW_024010483.1	Primary Assembly	62733	na
Scaffold_139;HRSCAF=145_pilon	unplaced-scaffold	na	na	JAAUVH010000042.1	=	NW_024010484.1	Primary Assembly	110897	na
Scaffold_140;HRSCAF=146_pilon	unplaced-scaffold	na	na	JAAUVH010000043.1	=	NW_024010485.1	Primary Assembly	126754	na
Scaffold_141;HRSCAF=147_pilon	unplaced-scaffold	na	na	JAAUVH010000044.1	=	NW_024010486.1	Primary Assembly	33838	na
Scaffold_142;HRSCAF=148_pilon	unplaced-scaffold	na	na	JAAUVH010000045.1	=	NW_024010487.1	Primary Assembly	51401	na
Scaffold_143;HRSCAF=149_pilon	unplaced-scaffold	na	na	JAAUVH010000046.1	=	NW_024010488.1	Primary Assembly	42263	na
Scaffold_144;HRSCAF=150_pilon	unplaced-scaffold	na	na	JAAUVH010000047.1	=	NW_024010489.1	Primary Assembly	155527	na
Scaffold_145;HRSCAF=151_pilon	unplaced-scaffold	na	na	JAAUVH010000048.1	=	NW_024010490.1	Primary Assembly	52061	na
Scaffold_146;HRSCAF=152_pilon	unplaced-scaffold	na	na	JAAUVH010000049.1	=	NW_024010491.1	Primary Assembly	157936	na
Scaffold_147;HRSCAF=153_pilon	unplaced-scaffold	na	na	JAAUVH010000050.1	=	NW_024010492.1	Primary Assembly	75015	na
Scaffold_148;HRSCAF=154_pilon	unplaced-scaffold	na	na	JAAUVH010000051.1	=	NW_024010493.1	Primary Assembly	42511	na
Scaffold_149;HRSCAF=155_pilon	unplaced-scaffold	na	na	JAAUVH010000052.1	=	NW_024010494.1	Primary Assembly	52557	na
Scaffold_150;HRSCAF=156_pilon	unplaced-scaffold	na	na	JAAUVH010000054.1	=	NW_024010495.1	Primary Assembly	37435	na
Scaffold_151;HRSCAF=157_pilon	unplaced-scaffold	na	na	JAAUVH010000055.1	=	NW_024010496.1	Primary Assembly	101246	na
Scaffold_152;HRSCAF=158_pilon	unplaced-scaffold	na	na	JAAUVH010000056.1	=	NW_024010497.1	Primary Assembly	87187	na
Scaffold_154;HRSCAF=160_pilon	unplaced-scaffold	na	na	JAAUVH010000058.1	=	NW_024010498.1	Primary Assembly	48482	na
Scaffold_156;HRSCAF=162_pilon	unplaced-scaffold	na	na	JAAUVH010000060.1	=	NW_024010499.1	Primary Assembly	28727	na
Scaffold_157;HRSCAF=163_pilon	unplaced-scaffold	na	na	JAAUVH010000061.1	=	NW_024010500.1	Primary Assembly	119865	na
Scaffold_158;HRSCAF=164_pilon	unplaced-scaffold	na	na	JAAUVH010000062.1	=	NW_024010501.1	Primary Assembly	26633	na
Scaffold_159;HRSCAF=165_pilon	unplaced-scaffold	na	na	JAAUVH010000063.1	=	NW_024010502.1	Primary Assembly	37171	na
Scaffold_160;HRSCAF=166_pilon	unplaced-scaffold	na	na	JAAUVH010000064.1	=	NW_024010503.1	Primary Assembly	26193	na
Scaffold_162;HRSCAF=168_pilon	unplaced-scaffold	na	na	JAAUVH010000066.1	=	NW_024010504.1	Primary Assembly	133239	na
Scaffold_163;HRSCAF=169_pilon	unplaced-scaffold	na	na	JAAUVH010000067.1	=	NW_024010505.1	Primary Assembly	50818	na
Scaffold_164;HRSCAF=170_pilon	unplaced-scaffold	na	na	JAAUVH010000068.1	=	NW_024010506.1	Primary Assembly	89907	na
Scaffold_165;HRSCAF=171_pilon	unplaced-scaffold	na	na	JAAUVH010000069.1	=	NW_024010507.1	Primary Assembly	109779	na
Scaffold_166;HRSCAF=172_pilon	unplaced-scaffold	na	na	JAAUVH010000070.1	=	NW_024010508.1	Primary Assembly	32835	na
Scaffold_167;HRSCAF=173_pilon	unplaced-scaffold	na	na	JAAUVH010000071.1	=	NW_024010509.1	Primary Assembly	41883	na
Scaffold_168;HRSCAF=174_pilon	unplaced-scaffold	na	na	JAAUVH010000072.1	=	NW_024010510.1	Primary Assembly	20951	na
Scaffold_169;HRSCAF=175_pilon	unplaced-scaffold	na	na	JAAUVH010000073.1	=	NW_024010511.1	Primary Assembly	41442	na
Scaffold_170;HRSCAF=176_pilon	unplaced-scaffold	na	na	JAAUVH010000074.1	=	NW_024010512.1	Primary Assembly	54114	na
Scaffold_171;HRSCAF=177_pilon	unplaced-scaffold	na	na	JAAUVH010000075.1	=	NW_024010513.1	Primary Assembly	32550	na
Scaffold_172;HRSCAF=178_pilon	unplaced-scaffold	na	na	JAAUVH010000076.1	=	NW_024010514.1	Primary Assembly	55960	na
Scaffold_173;HRSCAF=179_pilon	unplaced-scaffold	na	na	JAAUVH010000077.1	=	NW_024010515.1	Primary Assembly	19417	na
Scaffold_174;HRSCAF=180_pilon	unplaced-scaffold	na	na	JAAUVH010000078.1	=	NW_024010516.1	Primary Assembly	22914	na
Scaffold_175;HRSCAF=181_pilon	unplaced-scaffold	na	na	JAAUVH010000079.1	=	NW_024010517.1	Primary Assembly	76520	na
Scaffold_176;HRSCAF=182_pilon	unplaced-scaffold	na	na	JAAUVH010000080.1	=	NW_024010518.1	Primary Assembly	107419	na
Scaffold_177;HRSCAF=183_pilon	unplaced-scaffold	na	na	JAAUVH010000081.1	=	NW_024010519.1	Primary Assembly	86088	na
Scaffold_178;HRSCAF=184_pilon	unplaced-scaffold	na	na	JAAUVH010000082.1	=	NW_024010520.1	Primary Assembly	162917	na
Scaffold_179;HRSCAF=185_pilon	unplaced-scaffold	na	na	JAAUVH010000083.1	=	NW_024010521.1	Primary Assembly	106289	na
Scaffold_180;HRSCAF=186_pilon	unplaced-scaffold	na	na	JAAUVH010000084.1	=	NW_024010522.1	Primary Assembly	31642	na
Scaffold_181;HRSCAF=187_pilon	unplaced-scaffold	na	na	JAAUVH010000085.1	=	NW_024010523.1	Primary Assembly	76623	na
Scaffold_182;HRSCAF=188_pilon	unplaced-scaffold	na	na	JAAUVH010000086.1	=	NW_024010524.1	Primary Assembly	35094	na
Scaffold_183;HRSCAF=189_pilon	unplaced-scaffold	na	na	JAAUVH010000087.1	=	NW_024010525.1	Primary Assembly	49955	na
Scaffold_184;HRSCAF=190_pilon	unplaced-scaffold	na	na	JAAUVH010000088.1	=	NW_024010526.1	Primary Assembly	83827	na
Scaffold_185;HRSCAF=191_pilon	unplaced-scaffold	na	na	JAAUVH010000089.1	=	NW_024010527.1	Primary Assembly	36359	na
Scaffold_186;HRSCAF=192_pilon	unplaced-scaffold	na	na	JAAUVH010000090.1	=	NW_024010528.1	Primary Assembly	137165	na
Scaffold_187;HRSCAF=193_pilon	unplaced-scaffold	na	na	JAAUVH010000091.1	=	NW_024010529.1	Primary Assembly	150821	na
Scaffold_188;HRSCAF=194_pilon	unplaced-scaffold	na	na	JAAUVH010000092.1	=	NW_024010530.1	Primary Assembly	35695	na
Scaffold_189;HRSCAF=195_pilon	unplaced-scaffold	na	na	JAAUVH010000093.1	=	NW_024010531.1	Primary Assembly	30721	na
Scaffold_190;HRSCAF=196_pilon	unplaced-scaffold	na	na	JAAUVH010000094.1	=	NW_024010532.1	Primary Assembly	20613	na
Scaffold_191;HRSCAF=197_pilon	unplaced-scaffold	na	na	JAAUVH010000095.1	=	NW_024010533.1	Primary Assembly	80659	na
Scaffold_192;HRSCAF=198_pilon	unplaced-scaffold	na	na	JAAUVH010000096.1	=	NW_024010534.1	Primary Assembly	77545	na
Scaffold_193;HRSCAF=199_pilon	unplaced-scaffold	na	na	JAAUVH010000097.1	=	NW_024010535.1	Primary Assembly	65007	na
Scaffold_194;HRSCAF=200_pilon	unplaced-scaffold	na	na	JAAUVH010000098.1	=	NW_024010536.1	Primary Assembly	30918	na
Scaffold_195;HRSCAF=201_pilon	unplaced-scaffold	na	na	JAAUVH010000099.1	=	NW_024010537.1	Primary Assembly	52434	na
Scaffold_196;HRSCAF=202_pilon	unplaced-scaffold	na	na	JAAUVH010000100.1	=	NW_024010538.1	Primary Assembly	87836	na
Scaffold_197;HRSCAF=203_pilon	unplaced-scaffold	na	na	JAAUVH010000101.1	=	NW_024010539.1	Primary Assembly	21647	na
Scaffold_198;HRSCAF=204_pilon	unplaced-scaffold	na	na	JAAUVH010000102.1	=	NW_024010540.1	Primary Assembly	43275	na
Scaffold_199;HRSCAF=205_pilon	unplaced-scaffold	na	na	JAAUVH010000103.1	=	NW_024010541.1	Primary Assembly	37695	na
Scaffold_200;HRSCAF=206_pilon	unplaced-scaffold	na	na	JAAUVH010000105.1	=	NW_024010542.1	Primary Assembly	112066	na
Scaffold_201;HRSCAF=207_pilon	unplaced-scaffold	na	na	JAAUVH010000106.1	=	NW_024010543.1	Primary Assembly	34079	na
Scaffold_202;HRSCAF=208_pilon	unplaced-scaffold	na	na	JAAUVH010000107.1	=	NW_024010544.1	Primary Assembly	79980	na
Scaffold_203;HRSCAF=209_pilon	unplaced-scaffold	na	na	JAAUVH010000108.1	=	NW_024010545.1	Primary Assembly	49917	na
Scaffold_204;HRSCAF=210_pilon	unplaced-scaffold	na	na	JAAUVH010000109.1	=	NW_024010546.1	Primary Assembly	73324	na
Scaffold_205;HRSCAF=211_pilon	unplaced-scaffold	na	na	JAAUVH010000110.1	=	NW_024010547.1	Primary Assembly	31645	na
Scaffold_206;HRSCAF=212_pilon	unplaced-scaffold	na	na	JAAUVH010000111.1	=	NW_024010548.1	Primary Assembly	132729	na
Scaffold_207;HRSCAF=213_pilon	unplaced-scaffold	na	na	JAAUVH010000112.1	=	NW_024010549.1	Primary Assembly	13945	na
Scaffold_208;HRSCAF=214_pilon	unplaced-scaffold	na	na	JAAUVH010000113.1	=	NW_024010550.1	Primary Assembly	107752	na
Scaffold_209;HRSCAF=215_pilon	unplaced-scaffold	na	na	JAAUVH010000114.1	=	NW_024010551.1	Primary Assembly	41820	na
Scaffold_210;HRSCAF=216_pilon	unplaced-scaffold	na	na	JAAUVH010000116.1	=	NW_024010552.1	Primary Assembly	47805	na
Scaffold_211;HRSCAF=217_pilon	unplaced-scaffold	na	na	JAAUVH010000117.1	=	NW_024010553.1	Primary Assembly	21918	na
Scaffold_212;HRSCAF=218_pilon	unplaced-scaffold	na	na	JAAUVH010000118.1	=	NW_024010554.1	Primary Assembly	72219	na
Scaffold_213;HRSCAF=219_pilon	unplaced-scaffold	na	na	JAAUVH010000119.1	=	NW_024010555.1	Primary Assembly	76861	na
Scaffold_214;HRSCAF=220_pilon	unplaced-scaffold	na	na	JAAUVH010000120.1	=	NW_024010556.1	Primary Assembly	85513	na
Scaffold_215;HRSCAF=221_pilon	unplaced-scaffold	na	na	JAAUVH010000121.1	=	NW_024010557.1	Primary Assembly	29022	na
Scaffold_216;HRSCAF=222_pilon	unplaced-scaffold	na	na	JAAUVH010000122.1	=	NW_024010558.1	Primary Assembly	29637	na
Scaffold_217;HRSCAF=223_pilon	unplaced-scaffold	na	na	JAAUVH010000123.1	=	NW_024010559.1	Primary Assembly	49666	na
Scaffold_218;HRSCAF=224_pilon	unplaced-scaffold	na	na	JAAUVH010000124.1	=	NW_024010560.1	Primary Assembly	125300	na
Scaffold_219;HRSCAF=225_pilon	unplaced-scaffold	na	na	JAAUVH010000125.1	=	NW_024010561.1	Primary Assembly	65114	na
Scaffold_220;HRSCAF=226_pilon	unplaced-scaffold	na	na	JAAUVH010000126.1	=	NW_024010562.1	Primary Assembly	20077	na
Scaffold_221;HRSCAF=227_pilon	unplaced-scaffold	na	na	JAAUVH010000127.1	=	NW_024010563.1	Primary Assembly	96043	na
Scaffold_222;HRSCAF=228_pilon	unplaced-scaffold	na	na	JAAUVH010000128.1	=	NW_024010564.1	Primary Assembly	21646	na
Scaffold_223;HRSCAF=229_pilon	unplaced-scaffold	na	na	JAAUVH010000129.1	=	NW_024010565.1	Primary Assembly	30277	na
Scaffold_224;HRSCAF=230_pilon	unplaced-scaffold	na	na	JAAUVH010000130.1	=	NW_024010566.1	Primary Assembly	68647	na
Scaffold_225;HRSCAF=231_pilon	unplaced-scaffold	na	na	JAAUVH010000131.1	=	NW_024010567.1	Primary Assembly	70087	na
Scaffold_226;HRSCAF=232_pilon	unplaced-scaffold	na	na	JAAUVH010000132.1	=	NW_024010568.1	Primary Assembly	44546	na
Scaffold_227;HRSCAF=233_pilon	unplaced-scaffold	na	na	JAAUVH010000133.1	=	NW_024010569.1	Primary Assembly	76322	na
Scaffold_228;HRSCAF=234_pilon	unplaced-scaffold	na	na	JAAUVH010000134.1	=	NW_024010570.1	Primary Assembly	132153	na
Scaffold_229;HRSCAF=235_pilon	unplaced-scaffold	na	na	JAAUVH010000135.1	=	NW_024010571.1	Primary Assembly	20226	na
Scaffold_230;HRSCAF=236_pilon	unplaced-scaffold	na	na	JAAUVH010000136.1	=	NW_024010572.1	Primary Assembly	46600	na
Scaffold_231;HRSCAF=237_pilon	unplaced-scaffold	na	na	JAAUVH010000137.1	=	NW_024010573.1	Primary Assembly	54626	na
Scaffold_232;HRSCAF=238_pilon	unplaced-scaffold	na	na	JAAUVH010000138.1	=	NW_024010574.1	Primary Assembly	86956	na
Scaffold_233;HRSCAF=239_pilon	unplaced-scaffold	na	na	JAAUVH010000139.1	=	NW_024010575.1	Primary Assembly	46521	na
Scaffold_234;HRSCAF=240_pilon	unplaced-scaffold	na	na	JAAUVH010000140.1	=	NW_024010576.1	Primary Assembly	117440	na
Scaffold_235;HRSCAF=241_pilon	unplaced-scaffold	na	na	JAAUVH010000141.1	=	NW_024010577.1	Primary Assembly	118337	na
Scaffold_236;HRSCAF=242_pilon	unplaced-scaffold	na	na	JAAUVH010000142.1	=	NW_024010578.1	Primary Assembly	51224	na
Scaffold_237;HRSCAF=243_pilon	unplaced-scaffold	na	na	JAAUVH010000143.1	=	NW_024010579.1	Primary Assembly	56787	na
Scaffold_238;HRSCAF=244_pilon	unplaced-scaffold	na	na	JAAUVH010000144.1	=	NW_024010580.1	Primary Assembly	30484	na
Scaffold_239;HRSCAF=245_pilon	unplaced-scaffold	na	na	JAAUVH010000145.1	=	NW_024010581.1	Primary Assembly	15959	na
Scaffold_240;HRSCAF=246_pilon	unplaced-scaffold	na	na	JAAUVH010000146.1	=	NW_024010582.1	Primary Assembly	119849	na
Scaffold_241;HRSCAF=247_pilon	unplaced-scaffold	na	na	JAAUVH010000147.1	=	NW_024010583.1	Primary Assembly	98418	na
Scaffold_242;HRSCAF=248_pilon	unplaced-scaffold	na	na	JAAUVH010000148.1	=	NW_024010584.1	Primary Assembly	28248	na
Scaffold_243;HRSCAF=249_pilon	unplaced-scaffold	na	na	JAAUVH010000149.1	=	NW_024010585.1	Primary Assembly	102556	na
Scaffold_244;HRSCAF=250_pilon	unplaced-scaffold	na	na	JAAUVH010000150.1	=	NW_024010586.1	Primary Assembly	27522	na
Scaffold_245;HRSCAF=251_pilon	unplaced-scaffold	na	na	JAAUVH010000151.1	=	NW_024010587.1	Primary Assembly	34110	na
Scaffold_246;HRSCAF=252_pilon	unplaced-scaffold	na	na	JAAUVH010000152.1	=	NW_024010588.1	Primary Assembly	18094	na
Scaffold_247;HRSCAF=253_pilon	unplaced-scaffold	na	na	JAAUVH010000153.1	=	NW_024010589.1	Primary Assembly	27233	na
Scaffold_248;HRSCAF=254_pilon	unplaced-scaffold	na	na	JAAUVH010000154.1	=	NW_024010590.1	Primary Assembly	88582	na
