# Assembly name:  Cliv_1.0
# Organism name:  Columba livia (rock pigeon)
# Infraspecific name:  breed=Danish Tumbler
# Sex:  male
# Taxid:          8932
# BioSample:      SAMN02981415
# BioProject:     PRJNA167554
# Submitter:      BGI
# Date:           2013-02-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AKCR01
# Assembly method: SOAPdenovo v. 2.0
# Genome coverage: 60x
# Sequencing technology: Illumina HiSeq 2000
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000337935.1
# RefSeq assembly accession: GCF_000337935.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000337945.1	GCF_000337945.1	Primary Assembly
## 	GCF_000090015.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold27	unplaced-scaffold	na	na	KB375309.1	=	NW_004973194.1	Primary Assembly	3150089	na
scaffold39	unplaced-scaffold	na	na	KB375310.1	=	NW_004973195.1	Primary Assembly	161263	na
scaffold37	unplaced-scaffold	na	na	KB375311.1	=	NW_004973196.1	Primary Assembly	3213793	na
scaffold9	unplaced-scaffold	na	na	KB375312.1	=	NW_004973197.1	Primary Assembly	4421742	na
scaffold16	unplaced-scaffold	na	na	KB375313.1	=	NW_004973198.1	Primary Assembly	13020934	na
scaffold1	unplaced-scaffold	na	na	KB375314.1	=	NW_004973199.1	Primary Assembly	8961240	na
scaffold36	unplaced-scaffold	na	na	KB375315.1	=	NW_004973200.1	Primary Assembly	8182055	na
scaffold15	unplaced-scaffold	na	na	KB375316.1	=	NW_004973201.1	Primary Assembly	1718198	na
scaffold43	unplaced-scaffold	na	na	KB375317.1	=	NW_004973202.1	Primary Assembly	769562	na
scaffold6	unplaced-scaffold	na	na	KB375318.1	=	NW_004973203.1	Primary Assembly	4857497	na
scaffold45	unplaced-scaffold	na	na	KB375319.1	=	NW_004973204.1	Primary Assembly	994561	na
scaffold48	unplaced-scaffold	na	na	KB375320.1	=	NW_004973205.1	Primary Assembly	8743	na
scaffold49	unplaced-scaffold	na	na	KB375321.1	=	NW_004973206.1	Primary Assembly	1317	na
scaffold50	unplaced-scaffold	na	na	KB375322.1	=	NW_004973207.1	Primary Assembly	1415568	na
scaffold41	unplaced-scaffold	na	na	KB375323.1	=	NW_004973208.1	Primary Assembly	1238659	na
scaffold46	unplaced-scaffold	na	na	KB375324.1	=	NW_004973209.1	Primary Assembly	1716497	na
scaffold52	unplaced-scaffold	na	na	KB375325.1	=	NW_004973210.1	Primary Assembly	291783	na
scaffold47	unplaced-scaffold	na	na	KB375326.1	=	NW_004973211.1	Primary Assembly	4206056	na
scaffold44	unplaced-scaffold	na	na	KB375327.1	=	NW_004973212.1	Primary Assembly	2843423	na
scaffold55	unplaced-scaffold	na	na	KB375328.1	=	NW_004973213.1	Primary Assembly	756783	na
scaffold57	unplaced-scaffold	na	na	KB375329.1	=	NW_004973214.1	Primary Assembly	878108	na
scaffold42	unplaced-scaffold	na	na	KB375330.1	=	NW_004973215.1	Primary Assembly	1188761	na
scaffold54	unplaced-scaffold	na	na	KB375331.1	=	NW_004973216.1	Primary Assembly	1961719	na
scaffold61	unplaced-scaffold	na	na	KB375332.1	=	NW_004973217.1	Primary Assembly	738648	na
scaffold40	unplaced-scaffold	na	na	KB375333.1	=	NW_004973218.1	Primary Assembly	2186297	na
scaffold62	unplaced-scaffold	na	na	KB375334.1	=	NW_004973219.1	Primary Assembly	2500984	na
scaffold65	unplaced-scaffold	na	na	KB375335.1	=	NW_004973220.1	Primary Assembly	823	na
scaffold63	unplaced-scaffold	na	na	KB375336.1	=	NW_004973221.1	Primary Assembly	1637924	na
scaffold66	unplaced-scaffold	na	na	KB375337.1	=	NW_004973222.1	Primary Assembly	2067911	na
scaffold64	unplaced-scaffold	na	na	KB375338.1	=	NW_004973223.1	Primary Assembly	5791902	na
scaffold69	unplaced-scaffold	na	na	KB375339.1	=	NW_004973224.1	Primary Assembly	1394509	na
scaffold70	unplaced-scaffold	na	na	KB375340.1	=	NW_004973225.1	Primary Assembly	940843	na
scaffold58	unplaced-scaffold	na	na	KB375341.1	=	NW_004973226.1	Primary Assembly	2659217	na
scaffold56	unplaced-scaffold	na	na	KB375342.1	=	NW_004973227.1	Primary Assembly	4707379	na
scaffold60	unplaced-scaffold	na	na	KB375343.1	=	NW_004973228.1	Primary Assembly	6073692	na
scaffold71	unplaced-scaffold	na	na	KB375344.1	=	NW_004973229.1	Primary Assembly	1078613	na
scaffold75	unplaced-scaffold	na	na	KB375345.1	=	NW_004973230.1	Primary Assembly	198211	na
scaffold53	unplaced-scaffold	na	na	KB375346.1	=	NW_004973231.1	Primary Assembly	3055604	na
scaffold51	unplaced-scaffold	na	na	KB375347.1	=	NW_004973232.1	Primary Assembly	3930143	na
scaffold78	unplaced-scaffold	na	na	KB375348.1	=	NW_004973233.1	Primary Assembly	7881	na
scaffold72	unplaced-scaffold	na	na	KB375349.1	=	NW_004973234.1	Primary Assembly	4738738	na
scaffold10	unplaced-scaffold	na	na	KB375350.1	=	NW_004973235.1	Primary Assembly	5207960	na
scaffold73	unplaced-scaffold	na	na	KB375351.1	=	NW_004973236.1	Primary Assembly	924549	na
scaffold77	unplaced-scaffold	na	na	KB375352.1	=	NW_004973237.1	Primary Assembly	2199997	na
scaffold74	unplaced-scaffold	na	na	KB375353.1	=	NW_004973238.1	Primary Assembly	1429047	na
scaffold84	unplaced-scaffold	na	na	KB375354.1	=	NW_004973239.1	Primary Assembly	453652	na
scaffold85	unplaced-scaffold	na	na	KB375355.1	=	NW_004973240.1	Primary Assembly	10108	na
scaffold83	unplaced-scaffold	na	na	KB375356.1	=	NW_004973241.1	Primary Assembly	150150	na
scaffold86	unplaced-scaffold	na	na	KB375357.1	=	NW_004973242.1	Primary Assembly	2019173	na
scaffold81	unplaced-scaffold	na	na	KB375358.1	=	NW_004973243.1	Primary Assembly	1462937	na
scaffold22	unplaced-scaffold	na	na	KB375359.1	=	NW_004973244.1	Primary Assembly	3218087	na
scaffold67	unplaced-scaffold	na	na	KB375360.1	=	NW_004973245.1	Primary Assembly	3397486	na
scaffold91	unplaced-scaffold	na	na	KB375361.1	=	NW_004973246.1	Primary Assembly	1279	na
scaffold89	unplaced-scaffold	na	na	KB375362.1	=	NW_004973247.1	Primary Assembly	1481017	na
scaffold90	unplaced-scaffold	na	na	KB375363.1	=	NW_004973248.1	Primary Assembly	37937	na
scaffold76	unplaced-scaffold	na	na	KB375364.1	=	NW_004973249.1	Primary Assembly	963645	na
scaffold92	unplaced-scaffold	na	na	KB375365.1	=	NW_004973250.1	Primary Assembly	2004581	na
scaffold82	unplaced-scaffold	na	na	KB375366.1	=	NW_004973251.1	Primary Assembly	1810038	na
scaffold87	unplaced-scaffold	na	na	KB375367.1	=	NW_004973252.1	Primary Assembly	7102055	na
scaffold38	unplaced-scaffold	na	na	KB375368.1	=	NW_004973253.1	Primary Assembly	19163802	na
scaffold59	unplaced-scaffold	na	na	KB375369.1	=	NW_004973254.1	Primary Assembly	10855675	na
scaffold80	unplaced-scaffold	na	na	KB375370.1	=	NW_004973255.1	Primary Assembly	3836975	na
scaffold68	unplaced-scaffold	na	na	KB375371.1	=	NW_004973256.1	Primary Assembly	11629572	na
scaffold17	unplaced-scaffold	na	na	KB375372.1	=	NW_004973257.1	Primary Assembly	18212151	na
scaffold99	unplaced-scaffold	na	na	KB375373.1	=	NW_004973258.1	Primary Assembly	1367066	na
scaffold98	unplaced-scaffold	na	na	KB375374.1	=	NW_004973259.1	Primary Assembly	664485	na
scaffold103	unplaced-scaffold	na	na	KB375375.1	=	NW_004973260.1	Primary Assembly	1150609	na
scaffold94	unplaced-scaffold	na	na	KB375376.1	=	NW_004973261.1	Primary Assembly	4318309	na
scaffold34	unplaced-scaffold	na	na	KB375377.1	=	NW_004973262.1	Primary Assembly	22617935	na
scaffold104	unplaced-scaffold	na	na	KB375378.1	=	NW_004973263.1	Primary Assembly	1283449	na
scaffold107	unplaced-scaffold	na	na	KB375379.1	=	NW_004973264.1	Primary Assembly	267721	na
scaffold31	unplaced-scaffold	na	na	KB375380.1	=	NW_004973265.1	Primary Assembly	13781134	na
scaffold100	unplaced-scaffold	na	na	KB375381.1	=	NW_004973266.1	Primary Assembly	4717538	na
scaffold106	unplaced-scaffold	na	na	KB375382.1	=	NW_004973267.1	Primary Assembly	760149	na
scaffold108	unplaced-scaffold	na	na	KB375383.1	=	NW_004973268.1	Primary Assembly	1274294	na
scaffold93	unplaced-scaffold	na	na	KB375384.1	=	NW_004973269.1	Primary Assembly	3495543	na
scaffold88	unplaced-scaffold	na	na	KB375385.1	=	NW_004973270.1	Primary Assembly	1612937	na
scaffold116	unplaced-scaffold	na	na	KB375386.1	=	NW_004973271.1	Primary Assembly	140902	na
scaffold117	unplaced-scaffold	na	na	KB375387.1	=	NW_004973272.1	Primary Assembly	484167	na
scaffold118	unplaced-scaffold	na	na	KB375388.1	=	NW_004973273.1	Primary Assembly	10694	na
scaffold105	unplaced-scaffold	na	na	KB375389.1	=	NW_004973274.1	Primary Assembly	846974	na
scaffold119	unplaced-scaffold	na	na	KB375390.1	=	NW_004973275.1	Primary Assembly	165327	na
scaffold110	unplaced-scaffold	na	na	KB375391.1	=	NW_004973276.1	Primary Assembly	1699330	na
scaffold95	unplaced-scaffold	na	na	KB375392.1	=	NW_004973277.1	Primary Assembly	2670308	na
scaffold97	unplaced-scaffold	na	na	KB375393.1	=	NW_004973278.1	Primary Assembly	2584290	na
scaffold96	unplaced-scaffold	na	na	KB375394.1	=	NW_004973279.1	Primary Assembly	3215918	na
scaffold113	unplaced-scaffold	na	na	KB375395.1	=	NW_004973280.1	Primary Assembly	1357519	na
scaffold112	unplaced-scaffold	na	na	KB375396.1	=	NW_004973281.1	Primary Assembly	1227793	na
scaffold127	unplaced-scaffold	na	na	KB375397.1	=	NW_004973282.1	Primary Assembly	97099	na
scaffold115	unplaced-scaffold	na	na	KB375398.1	=	NW_004973283.1	Primary Assembly	1523410	na
scaffold126	unplaced-scaffold	na	na	KB375399.1	=	NW_004973284.1	Primary Assembly	1196497	na
scaffold111	unplaced-scaffold	na	na	KB375400.1	=	NW_004973285.1	Primary Assembly	5910799	na
scaffold132	unplaced-scaffold	na	na	KB375401.1	=	NW_004973286.1	Primary Assembly	372861	na
scaffold130	unplaced-scaffold	na	na	KB375402.1	=	NW_004973287.1	Primary Assembly	2114730	na
scaffold134	unplaced-scaffold	na	na	KB375403.1	=	NW_004973288.1	Primary Assembly	26492	na
scaffold120	unplaced-scaffold	na	na	KB375404.1	=	NW_004973289.1	Primary Assembly	1752077	na
scaffold79	unplaced-scaffold	na	na	KB375405.1	=	NW_004973290.1	Primary Assembly	16759274	na
scaffold136	unplaced-scaffold	na	na	KB375406.1	=	NW_004973291.1	Primary Assembly	190033	na
scaffold124	unplaced-scaffold	na	na	KB375407.1	=	NW_004973292.1	Primary Assembly	2449048	na
scaffold139	unplaced-scaffold	na	na	KB375408.1	=	NW_004973293.1	Primary Assembly	828	na
scaffold135	unplaced-scaffold	na	na	KB375409.1	=	NW_004973294.1	Primary Assembly	1102438	na
scaffold141	unplaced-scaffold	na	na	KB375410.1	=	NW_004973295.1	Primary Assembly	5961	na
scaffold140	unplaced-scaffold	na	na	KB375411.1	=	NW_004973296.1	Primary Assembly	1046719	na
scaffold109	unplaced-scaffold	na	na	KB375412.1	=	NW_004973297.1	Primary Assembly	7356583	na
scaffold144	unplaced-scaffold	na	na	KB375413.1	=	NW_004973298.1	Primary Assembly	473	na
scaffold143	unplaced-scaffold	na	na	KB375414.1	=	NW_004973299.1	Primary Assembly	1618628	na
scaffold133	unplaced-scaffold	na	na	KB375415.1	=	NW_004973300.1	Primary Assembly	1135308	na
scaffold145	unplaced-scaffold	na	na	KB375416.1	=	NW_004973301.1	Primary Assembly	195293	na
scaffold128	unplaced-scaffold	na	na	KB375417.1	=	NW_004973302.1	Primary Assembly	3089363	na
scaffold149	unplaced-scaffold	na	na	KB375418.1	=	NW_004973303.1	Primary Assembly	1112	na
scaffold147	unplaced-scaffold	na	na	KB375419.1	=	NW_004973304.1	Primary Assembly	896704	na
scaffold151	unplaced-scaffold	na	na	KB375420.1	=	NW_004973305.1	Primary Assembly	145104	na
scaffold152	unplaced-scaffold	na	na	KB375421.1	=	NW_004973306.1	Primary Assembly	1505	na
scaffold131	unplaced-scaffold	na	na	KB375422.1	=	NW_004973307.1	Primary Assembly	786178	na
scaffold137	unplaced-scaffold	na	na	KB375423.1	=	NW_004973308.1	Primary Assembly	564155	na
scaffold150	unplaced-scaffold	na	na	KB375424.1	=	NW_004973309.1	Primary Assembly	3149607	na
scaffold138	unplaced-scaffold	na	na	KB375425.1	=	NW_004973310.1	Primary Assembly	1016195	na
scaffold156	unplaced-scaffold	na	na	KB375426.1	=	NW_004973311.1	Primary Assembly	97865	na
scaffold122	unplaced-scaffold	na	na	KB375427.1	=	NW_004973312.1	Primary Assembly	4831526	na
scaffold148	unplaced-scaffold	na	na	KB375428.1	=	NW_004973313.1	Primary Assembly	1246780	na
scaffold158	unplaced-scaffold	na	na	KB375429.1	=	NW_004973314.1	Primary Assembly	682895	na
scaffold159	unplaced-scaffold	na	na	KB375430.1	=	NW_004973315.1	Primary Assembly	588815	na
scaffold154	unplaced-scaffold	na	na	KB375431.1	=	NW_004973316.1	Primary Assembly	672745	na
scaffold163	unplaced-scaffold	na	na	KB375432.1	=	NW_004973317.1	Primary Assembly	38324	na
scaffold157	unplaced-scaffold	na	na	KB375433.1	=	NW_004973318.1	Primary Assembly	731688	na
scaffold164	unplaced-scaffold	na	na	KB375434.1	=	NW_004973319.1	Primary Assembly	950249	na
scaffold121	unplaced-scaffold	na	na	KB375435.1	=	NW_004973320.1	Primary Assembly	2822310	na
scaffold165	unplaced-scaffold	na	na	KB375436.1	=	NW_004973321.1	Primary Assembly	148024	na
scaffold142	unplaced-scaffold	na	na	KB375437.1	=	NW_004973322.1	Primary Assembly	5046050	na
scaffold168	unplaced-scaffold	na	na	KB375438.1	=	NW_004973323.1	Primary Assembly	922330	na
scaffold146	unplaced-scaffold	na	na	KB375439.1	=	NW_004973324.1	Primary Assembly	4772239	na
scaffold162	unplaced-scaffold	na	na	KB375440.1	=	NW_004973325.1	Primary Assembly	1003859	na
scaffold166	unplaced-scaffold	na	na	KB375441.1	=	NW_004973326.1	Primary Assembly	714592	na
scaffold170	unplaced-scaffold	na	na	KB375442.1	=	NW_004973327.1	Primary Assembly	598539	na
scaffold129	unplaced-scaffold	na	na	KB375443.1	=	NW_004973328.1	Primary Assembly	2519419	na
scaffold167	unplaced-scaffold	na	na	KB375444.1	=	NW_004973329.1	Primary Assembly	1321530	na
scaffold160	unplaced-scaffold	na	na	KB375445.1	=	NW_004973330.1	Primary Assembly	2724620	na
scaffold177	unplaced-scaffold	na	na	KB375446.1	=	NW_004973331.1	Primary Assembly	23691	na
scaffold174	unplaced-scaffold	na	na	KB375447.1	=	NW_004973332.1	Primary Assembly	337566	na
scaffold123	unplaced-scaffold	na	na	KB375448.1	=	NW_004973333.1	Primary Assembly	11860022	na
scaffold169	unplaced-scaffold	na	na	KB375449.1	=	NW_004973334.1	Primary Assembly	5378446	na
scaffold178	unplaced-scaffold	na	na	KB375450.1	=	NW_004973335.1	Primary Assembly	743511	na
scaffold182	unplaced-scaffold	na	na	KB375451.1	=	NW_004973336.1	Primary Assembly	187292	na
scaffold114	unplaced-scaffold	na	na	KB375452.1	=	NW_004973337.1	Primary Assembly	4234233	na
scaffold181	unplaced-scaffold	na	na	KB375453.1	=	NW_004973338.1	Primary Assembly	1718293	na
scaffold185	unplaced-scaffold	na	na	KB375454.1	=	NW_004973339.1	Primary Assembly	59605	na
scaffold180	unplaced-scaffold	na	na	KB375455.1	=	NW_004973340.1	Primary Assembly	1894425	na
scaffold179	unplaced-scaffold	na	na	KB375456.1	=	NW_004973341.1	Primary Assembly	2846682	na
scaffold188	unplaced-scaffold	na	na	KB375457.1	=	NW_004973342.1	Primary Assembly	172420	na
scaffold189	unplaced-scaffold	na	na	KB375458.1	=	NW_004973343.1	Primary Assembly	217214	na
scaffold184	unplaced-scaffold	na	na	KB375459.1	=	NW_004973344.1	Primary Assembly	601020	na
scaffold191	unplaced-scaffold	na	na	KB375460.1	=	NW_004973345.1	Primary Assembly	1362475	na
scaffold192	unplaced-scaffold	na	na	KB375461.1	=	NW_004973346.1	Primary Assembly	1486	na
scaffold171	unplaced-scaffold	na	na	KB375462.1	=	NW_004973347.1	Primary Assembly	2848140	na
scaffold187	unplaced-scaffold	na	na	KB375463.1	=	NW_004973348.1	Primary Assembly	491979	na
scaffold173	unplaced-scaffold	na	na	KB375464.1	=	NW_004973349.1	Primary Assembly	4759990	na
scaffold176	unplaced-scaffold	na	na	KB375465.1	=	NW_004973350.1	Primary Assembly	1709353	na
scaffold186	unplaced-scaffold	na	na	KB375466.1	=	NW_004973351.1	Primary Assembly	289267	na
scaffold190	unplaced-scaffold	na	na	KB375467.1	=	NW_004973352.1	Primary Assembly	1802151	na
scaffold198	unplaced-scaffold	na	na	KB375468.1	=	NW_004973353.1	Primary Assembly	201090	na
scaffold155	unplaced-scaffold	na	na	KB375469.1	=	NW_004973354.1	Primary Assembly	2545801	na
scaffold201	unplaced-scaffold	na	na	KB375470.1	=	NW_004973355.1	Primary Assembly	400649	na
scaffold202	unplaced-scaffold	na	na	KB375471.1	=	NW_004973356.1	Primary Assembly	72281	na
scaffold197	unplaced-scaffold	na	na	KB375472.1	=	NW_004973357.1	Primary Assembly	1298167	na
scaffold200	unplaced-scaffold	na	na	KB375473.1	=	NW_004973358.1	Primary Assembly	837162	na
scaffold194	unplaced-scaffold	na	na	KB375474.1	=	NW_004973359.1	Primary Assembly	1542383	na
scaffold206	unplaced-scaffold	na	na	KB375475.1	=	NW_004973360.1	Primary Assembly	94373	na
scaffold207	unplaced-scaffold	na	na	KB375476.1	=	NW_004973361.1	Primary Assembly	38834	na
scaffold208	unplaced-scaffold	na	na	KB375477.1	=	NW_004973362.1	Primary Assembly	3102	na
scaffold193	unplaced-scaffold	na	na	KB375478.1	=	NW_004973363.1	Primary Assembly	1331956	na
scaffold210	unplaced-scaffold	na	na	KB375479.1	=	NW_004973364.1	Primary Assembly	278840	na
scaffold199	unplaced-scaffold	na	na	KB375480.1	=	NW_004973365.1	Primary Assembly	1830938	na
scaffold204	unplaced-scaffold	na	na	KB375481.1	=	NW_004973366.1	Primary Assembly	1103049	na
scaffold212	unplaced-scaffold	na	na	KB375482.1	=	NW_004973367.1	Primary Assembly	173045	na
scaffold213	unplaced-scaffold	na	na	KB375483.1	=	NW_004973368.1	Primary Assembly	1275693	na
scaffold209	unplaced-scaffold	na	na	KB375484.1	=	NW_004973369.1	Primary Assembly	3733755	na
scaffold153	unplaced-scaffold	na	na	KB375485.1	=	NW_004973370.1	Primary Assembly	3161839	na
scaffold205	unplaced-scaffold	na	na	KB375486.1	=	NW_004973371.1	Primary Assembly	1476210	na
scaffold214	unplaced-scaffold	na	na	KB375487.1	=	NW_004973372.1	Primary Assembly	1354729	na
scaffold183	unplaced-scaffold	na	na	KB375488.1	=	NW_004973373.1	Primary Assembly	3899225	na
scaffold221	unplaced-scaffold	na	na	KB375489.1	=	NW_004973374.1	Primary Assembly	21131	na
scaffold217	unplaced-scaffold	na	na	KB375490.1	=	NW_004973375.1	Primary Assembly	3609477	na
scaffold223	unplaced-scaffold	na	na	KB375491.1	=	NW_004973376.1	Primary Assembly	23680	na
scaffold215	unplaced-scaffold	na	na	KB375492.1	=	NW_004973377.1	Primary Assembly	4145114	na
scaffold225	unplaced-scaffold	na	na	KB375493.1	=	NW_004973378.1	Primary Assembly	315184	na
scaffold224	unplaced-scaffold	na	na	KB375494.1	=	NW_004973379.1	Primary Assembly	1118870	na
scaffold219	unplaced-scaffold	na	na	KB375495.1	=	NW_004973380.1	Primary Assembly	1339812	na
scaffold228	unplaced-scaffold	na	na	KB375496.1	=	NW_004973381.1	Primary Assembly	30248	na
scaffold227	unplaced-scaffold	na	na	KB375497.1	=	NW_004973382.1	Primary Assembly	981866	na
scaffold196	unplaced-scaffold	na	na	KB375498.1	=	NW_004973383.1	Primary Assembly	2690881	na
scaffold229	unplaced-scaffold	na	na	KB375499.1	=	NW_004973384.1	Primary Assembly	1736156	na
scaffold161	unplaced-scaffold	na	na	KB375500.1	=	NW_004973385.1	Primary Assembly	11859676	na
scaffold222	unplaced-scaffold	na	na	KB375501.1	=	NW_004973386.1	Primary Assembly	769852	na
scaffold234	unplaced-scaffold	na	na	KB375502.1	=	NW_004973387.1	Primary Assembly	4146	na
scaffold231	unplaced-scaffold	na	na	KB375503.1	=	NW_004973388.1	Primary Assembly	748066	na
scaffold172	unplaced-scaffold	na	na	KB375504.1	=	NW_004973389.1	Primary Assembly	7628461	na
scaffold220	unplaced-scaffold	na	na	KB375505.1	=	NW_004973390.1	Primary Assembly	2576032	na
scaffold238	unplaced-scaffold	na	na	KB375506.1	=	NW_004973391.1	Primary Assembly	396	na
scaffold239	unplaced-scaffold	na	na	KB375507.1	=	NW_004973392.1	Primary Assembly	7994	na
scaffold218	unplaced-scaffold	na	na	KB375508.1	=	NW_004973393.1	Primary Assembly	4343944	na
scaffold241	unplaced-scaffold	na	na	KB375509.1	=	NW_004973394.1	Primary Assembly	2557	na
scaffold242	unplaced-scaffold	na	na	KB375510.1	=	NW_004973395.1	Primary Assembly	210987	na
scaffold233	unplaced-scaffold	na	na	KB375511.1	=	NW_004973396.1	Primary Assembly	1042113	na
scaffold203	unplaced-scaffold	na	na	KB375512.1	=	NW_004973397.1	Primary Assembly	2517599	na
scaffold240	unplaced-scaffold	na	na	KB375513.1	=	NW_004973398.1	Primary Assembly	833150	na
scaffold195	unplaced-scaffold	na	na	KB375514.1	=	NW_004973399.1	Primary Assembly	5491202	na
scaffold247	unplaced-scaffold	na	na	KB375515.1	=	NW_004973400.1	Primary Assembly	763	na
scaffold248	unplaced-scaffold	na	na	KB375516.1	=	NW_004973401.1	Primary Assembly	5259	na
scaffold243	unplaced-scaffold	na	na	KB375517.1	=	NW_004973402.1	Primary Assembly	845244	na
scaffold236	unplaced-scaffold	na	na	KB375518.1	=	NW_004973403.1	Primary Assembly	2717377	na
scaffold244	unplaced-scaffold	na	na	KB375519.1	=	NW_004973404.1	Primary Assembly	3886651	na
scaffold226	unplaced-scaffold	na	na	KB375520.1	=	NW_004973405.1	Primary Assembly	2309874	na
scaffold253	unplaced-scaffold	na	na	KB375521.1	=	NW_004973406.1	Primary Assembly	54102	na
scaffold252	unplaced-scaffold	na	na	KB375522.1	=	NW_004973407.1	Primary Assembly	4934	na
scaffold255	unplaced-scaffold	na	na	KB375523.1	=	NW_004973408.1	Primary Assembly	693491	na
scaffold250	unplaced-scaffold	na	na	KB375524.1	=	NW_004973409.1	Primary Assembly	1449603	na
scaffold254	unplaced-scaffold	na	na	KB375525.1	=	NW_004973410.1	Primary Assembly	1491340	na
scaffold230	unplaced-scaffold	na	na	KB375526.1	=	NW_004973411.1	Primary Assembly	2400993	na
scaffold259	unplaced-scaffold	na	na	KB375527.1	=	NW_004973412.1	Primary Assembly	220	na
scaffold102	unplaced-scaffold	na	na	KB375528.1	=	NW_004973413.1	Primary Assembly	25666195	na
scaffold261	unplaced-scaffold	na	na	KB375529.1	=	NW_004973414.1	Primary Assembly	85084	na
scaffold260	unplaced-scaffold	na	na	KB375530.1	=	NW_004973415.1	Primary Assembly	501340	na
scaffold263	unplaced-scaffold	na	na	KB375531.1	=	NW_004973416.1	Primary Assembly	983	na
scaffold251	unplaced-scaffold	na	na	KB375532.1	=	NW_004973417.1	Primary Assembly	1226462	na
scaffold264	unplaced-scaffold	na	na	KB375533.1	=	NW_004973418.1	Primary Assembly	951379	na
