# Assembly name:  ASM28112v4
# Organism name:  Alligator mississippiensis (American alligator)
# Isolate:  KSC_2009_1
# Taxid:          8496
# BioSample:      SAMN02981418
# BioProject:     PRJNA159843
# Submitter:      International Crocodilian Genomes Working Group
# Date:           2016-03-28
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AKHW03
# Assembly method: Meraculous v. NOVEMBER-2015; HiRise v. NOVEMBER-2015
# Expected final version: yes
# Genome coverage: 156.0x
# Sequencing technology: Illumina GAIIx; Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000281125.4
# RefSeq assembly accession: GCF_000281125.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000281135.4	GCF_000281135.3	Primary Assembly
## 	GCF_000030415.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ScZkoYb_477	unplaced-scaffold	na	na	AKHW03000011.1	=	NW_017707425.1	Primary Assembly	18753	na
ScZkoYb_254.2	unplaced-scaffold	na	na	AKHW03000012.1	=	NW_017707426.1	Primary Assembly	620359	na
ScZkoYb_1780	unplaced-scaffold	na	na	AKHW03000013.1	=	NW_017707427.1	Primary Assembly	57913	na
ScZkoYb_4871	unplaced-scaffold	na	na	AKHW03000014.1	=	NW_017707428.1	Primary Assembly	2338	na
ScZkoYb_3851	unplaced-scaffold	na	na	AKHW03000015.1	=	NW_017707429.1	Primary Assembly	3124	na
ScZkoYb_2983	unplaced-scaffold	na	na	AKHW03000016.1	=	NW_017707430.1	Primary Assembly	1057	na
ScZkoYb_5409	unplaced-scaffold	na	na	AKHW03000017.1	=	NW_017707431.1	Primary Assembly	3685	na
ScZkoYb_3338	unplaced-scaffold	na	na	AKHW03000018.1	=	NW_017707432.1	Primary Assembly	4157	na
ScZkoYb_6778	unplaced-scaffold	na	na	AKHW03000019.1	=	NW_017707433.1	Primary Assembly	2974	na
ScZkoYb_3097	unplaced-scaffold	na	na	AKHW03000020.1	=	NW_017707434.1	Primary Assembly	3299	na
ScZkoYb_3085	unplaced-scaffold	na	na	AKHW03000021.1	=	NW_017707435.1	Primary Assembly	1268	na
ScZkoYb_3300	unplaced-scaffold	na	na	AKHW03000022.1	=	NW_017707436.1	Primary Assembly	1044	na
ScZkoYb_3312	unplaced-scaffold	na	na	AKHW03000023.1	=	NW_017707437.1	Primary Assembly	5450	na
ScZkoYb_3355	unplaced-scaffold	na	na	AKHW03000024.1	=	NW_017707438.1	Primary Assembly	3798	na
ScZkoYb_3515	unplaced-scaffold	na	na	AKHW03000025.1	=	NW_017707439.1	Primary Assembly	4869	na
ScZkoYb_3031	unplaced-scaffold	na	na	AKHW03000026.1	=	NW_017707440.1	Primary Assembly	4955	na
ScZkoYb_6328	unplaced-scaffold	na	na	AKHW03000027.1	=	NW_017707441.1	Primary Assembly	1460	na
ScZkoYb_5121	unplaced-scaffold	na	na	AKHW03000028.1	=	NW_017707442.1	Primary Assembly	2726	na
ScZkoYb_2212	unplaced-scaffold	na	na	AKHW03000029.1	=	NW_017707443.1	Primary Assembly	1223	na
ScZkoYb_4023	unplaced-scaffold	na	na	AKHW03000030.1	=	NW_017707444.1	Primary Assembly	1753	na
ScZkoYb_2327	unplaced-scaffold	na	na	AKHW03000031.1	=	NW_017707445.1	Primary Assembly	2118	na
ScZkoYb_1220	unplaced-scaffold	na	na	AKHW03000032.1	=	NW_017707446.1	Primary Assembly	18909	na
ScZkoYb_4695	unplaced-scaffold	na	na	AKHW03000033.1	=	NW_017707447.1	Primary Assembly	7412	na
ScZkoYb_4750	unplaced-scaffold	na	na	AKHW03000034.1	=	NW_017707448.1	Primary Assembly	1496	na
ScZkoYb_6212	unplaced-scaffold	na	na	AKHW03000035.1	=	NW_017707449.1	Primary Assembly	2957	na
ScZkoYb_897	unplaced-scaffold	na	na	AKHW03000036.1	=	NW_017707450.1	Primary Assembly	3320	na
ScZkoYb_2854	unplaced-scaffold	na	na	AKHW03000037.1	=	NW_017707451.1	Primary Assembly	1663	na
ScZkoYb_5410	unplaced-scaffold	na	na	AKHW03000038.1	=	NW_017707452.1	Primary Assembly	2319	na
ScZkoYb_448	unplaced-scaffold	na	na	AKHW03000039.1	=	NW_017707453.1	Primary Assembly	6955	na
ScZkoYb_4774	unplaced-scaffold	na	na	AKHW03000040.1	=	NW_017707454.1	Primary Assembly	3872	na
ScZkoYb_1321	unplaced-scaffold	na	na	AKHW03000041.1	=	NW_017707455.1	Primary Assembly	4665	na
ScZkoYb_568	unplaced-scaffold	na	na	AKHW03000042.1	=	NW_017707456.1	Primary Assembly	41109	na
ScZkoYb_1870	unplaced-scaffold	na	na	AKHW03000043.1	=	NW_017707457.1	Primary Assembly	4462	na
ScZkoYb_29	unplaced-scaffold	na	na	AKHW03000044.1	=	NW_017707458.1	Primary Assembly	22019	na
ScZkoYb_5502	unplaced-scaffold	na	na	AKHW03000045.1	=	NW_017707459.1	Primary Assembly	1280	na
ScZkoYb_3368	unplaced-scaffold	na	na	AKHW03000046.1	=	NW_017707460.1	Primary Assembly	1048	na
ScZkoYb_4253	unplaced-scaffold	na	na	AKHW03000047.1	=	NW_017707461.1	Primary Assembly	3325	na
ScZkoYb_813	unplaced-scaffold	na	na	AKHW03000048.1	=	NW_017707462.1	Primary Assembly	5044	na
ScZkoYb_4529	unplaced-scaffold	na	na	AKHW03000049.1	=	NW_017707463.1	Primary Assembly	3299	na
ScZkoYb_3563	unplaced-scaffold	na	na	AKHW03000050.1	=	NW_017707464.1	Primary Assembly	2857	na
ScZkoYb_4574	unplaced-scaffold	na	na	AKHW03000051.1	=	NW_017707465.1	Primary Assembly	7440	na
ScZkoYb_4891	unplaced-scaffold	na	na	AKHW03000052.1	=	NW_017707466.1	Primary Assembly	1407	na
ScZkoYb_2195	unplaced-scaffold	na	na	AKHW03000053.1	=	NW_017707467.1	Primary Assembly	2187	na
ScZkoYb_5427	unplaced-scaffold	na	na	AKHW03000054.1	=	NW_017707468.1	Primary Assembly	1170	na
ScZkoYb_3233	unplaced-scaffold	na	na	AKHW03000055.1	=	NW_017707469.1	Primary Assembly	12239	na
ScZkoYb_2133	unplaced-scaffold	na	na	AKHW03000056.1	=	NW_017707470.1	Primary Assembly	1078	na
ScZkoYb_2131	unplaced-scaffold	na	na	AKHW03000057.1	=	NW_017707471.1	Primary Assembly	3630	na
ScZkoYb_2714	unplaced-scaffold	na	na	AKHW03000058.1	=	NW_017707472.1	Primary Assembly	1394	na
ScZkoYb_2035	unplaced-scaffold	na	na	AKHW03000059.1	=	NW_017707473.1	Primary Assembly	1436	na
ScZkoYb_4305	unplaced-scaffold	na	na	AKHW03000060.1	=	NW_017707474.1	Primary Assembly	3045	na
ScZkoYb_3855	unplaced-scaffold	na	na	AKHW03000061.1	=	NW_017707475.1	Primary Assembly	6108	na
ScZkoYb_1150	unplaced-scaffold	na	na	AKHW03000062.1	=	NW_017707476.1	Primary Assembly	8805	na
ScZkoYb_5380	unplaced-scaffold	na	na	AKHW03000063.1	=	NW_017707477.1	Primary Assembly	9005	na
ScZkoYb_4714	unplaced-scaffold	na	na	AKHW03000064.1	=	NW_017707478.1	Primary Assembly	1314	na
ScZkoYb_6780	unplaced-scaffold	na	na	AKHW03000065.1	=	NW_017707479.1	Primary Assembly	1025	na
ScZkoYb_1823	unplaced-scaffold	na	na	AKHW03000066.1	=	NW_017707480.1	Primary Assembly	12380	na
ScZkoYb_2918	unplaced-scaffold	na	na	AKHW03000067.1	=	NW_017707481.1	Primary Assembly	110175	na
ScZkoYb_6126	unplaced-scaffold	na	na	AKHW03000068.1	=	NW_017707482.1	Primary Assembly	1914	na
ScZkoYb_1315	unplaced-scaffold	na	na	AKHW03000069.1	=	NW_017707483.1	Primary Assembly	29769	na
ScZkoYb_6635	unplaced-scaffold	na	na	AKHW03000070.1	=	NW_017707484.1	Primary Assembly	11098	na
ScZkoYb_2735	unplaced-scaffold	na	na	AKHW03000071.1	=	NW_017707485.1	Primary Assembly	7597	na
ScZkoYb_6627.1	unplaced-scaffold	na	na	AKHW03000072.1	=	NW_017707486.1	Primary Assembly	5927	na
ScZkoYb_6281	unplaced-scaffold	na	na	AKHW03000073.1	=	NW_017707487.1	Primary Assembly	1257	na
ScZkoYb_618	unplaced-scaffold	na	na	AKHW03000074.1	=	NW_017707488.1	Primary Assembly	3726	na
ScZkoYb_5149	unplaced-scaffold	na	na	AKHW03000075.1	=	NW_017707489.1	Primary Assembly	1072	na
ScZkoYb_4070	unplaced-scaffold	na	na	AKHW03000076.1	=	NW_017707490.1	Primary Assembly	2519	na
ScZkoYb_3073	unplaced-scaffold	na	na	AKHW03000077.1	=	NW_017707491.1	Primary Assembly	3682	na
ScZkoYb_6797	unplaced-scaffold	na	na	AKHW03000078.1	=	NW_017707492.1	Primary Assembly	4825	na
ScZkoYb_2141	unplaced-scaffold	na	na	AKHW03000079.1	=	NW_017707493.1	Primary Assembly	1534	na
ScZkoYb_2946	unplaced-scaffold	na	na	AKHW03000080.1	=	NW_017707494.1	Primary Assembly	1520	na
ScZkoYb_1813.1	unplaced-scaffold	na	na	AKHW03000081.1	=	NW_017707495.1	Primary Assembly	4798	na
ScZkoYb_1592	unplaced-scaffold	na	na	AKHW03000082.1	=	NW_017707496.1	Primary Assembly	2237	na
ScZkoYb_4454	unplaced-scaffold	na	na	AKHW03000083.1	=	NW_017707497.1	Primary Assembly	1106	na
ScZkoYb_6249	unplaced-scaffold	na	na	AKHW03000084.1	=	NW_017707498.1	Primary Assembly	1751	na
ScZkoYb_800	unplaced-scaffold	na	na	AKHW03000085.1	=	NW_017707499.1	Primary Assembly	3666	na
ScZkoYb_4239	unplaced-scaffold	na	na	AKHW03000086.1	=	NW_017707500.1	Primary Assembly	2008	na
ScZkoYb_3121	unplaced-scaffold	na	na	AKHW03000087.1	=	NW_017707501.1	Primary Assembly	61060	na
ScZkoYb_5073	unplaced-scaffold	na	na	AKHW03000088.1	=	NW_017707502.1	Primary Assembly	1043	na
ScZkoYb_3970	unplaced-scaffold	na	na	AKHW03000089.1	=	NW_017707503.1	Primary Assembly	9766	na
ScZkoYb_1404	unplaced-scaffold	na	na	AKHW03000090.1	=	NW_017707504.1	Primary Assembly	79925	na
ScZkoYb_2522	unplaced-scaffold	na	na	AKHW03000091.1	=	NW_017707505.1	Primary Assembly	1096	na
ScZkoYb_1753	unplaced-scaffold	na	na	AKHW03000092.1	=	NW_017707506.1	Primary Assembly	1169	na
ScZkoYb_2680	unplaced-scaffold	na	na	AKHW03000093.1	=	NW_017707507.1	Primary Assembly	48634	na
ScZkoYb_5070.1	unplaced-scaffold	na	na	AKHW03000094.1	=	NW_017707508.1	Primary Assembly	11492	na
ScZkoYb_3598	unplaced-scaffold	na	na	AKHW03000095.1	=	NW_017707509.1	Primary Assembly	9218	na
ScZkoYb_3351	unplaced-scaffold	na	na	AKHW03000096.1	=	NW_017707510.1	Primary Assembly	5822	na
ScZkoYb_2300	unplaced-scaffold	na	na	AKHW03000097.1	=	NW_017707511.1	Primary Assembly	46995	na
ScZkoYb_4284	unplaced-scaffold	na	na	AKHW03000098.1	=	NW_017707512.1	Primary Assembly	1352	na
ScZkoYb_1174	unplaced-scaffold	na	na	AKHW03000099.1	=	NW_017707513.1	Primary Assembly	2597	na
ScZkoYb_4898	unplaced-scaffold	na	na	AKHW03000100.1	=	NW_017707514.1	Primary Assembly	1595	na
ScZkoYb_3196	unplaced-scaffold	na	na	AKHW03000101.1	=	NW_017707515.1	Primary Assembly	1218	na
ScZkoYb_4664	unplaced-scaffold	na	na	AKHW03000102.1	=	NW_017707516.1	Primary Assembly	2147	na
ScZkoYb_4274	unplaced-scaffold	na	na	AKHW03000103.1	=	NW_017707517.1	Primary Assembly	1399	na
ScZkoYb_2047	unplaced-scaffold	na	na	AKHW03000104.1	=	NW_017707518.1	Primary Assembly	1031	na
ScZkoYb_5970	unplaced-scaffold	na	na	AKHW03000105.1	=	NW_017707519.1	Primary Assembly	10503	na
ScZkoYb_5416	unplaced-scaffold	na	na	AKHW03000106.1	=	NW_017707520.1	Primary Assembly	9280	na
ScZkoYb_2370	unplaced-scaffold	na	na	AKHW03000107.1	=	NW_017707521.1	Primary Assembly	107977	na
ScZkoYb_4789	unplaced-scaffold	na	na	AKHW03000108.1	=	NW_017707522.1	Primary Assembly	1445	na
ScZkoYb_798	unplaced-scaffold	na	na	AKHW03000109.1	=	NW_017707523.1	Primary Assembly	23331	na
ScZkoYb_1524	unplaced-scaffold	na	na	AKHW03000110.1	=	NW_017707524.1	Primary Assembly	60928	na
ScZkoYb_638	unplaced-scaffold	na	na	AKHW03000111.1	=	NW_017707525.1	Primary Assembly	1955792	na
ScZkoYb_4567	unplaced-scaffold	na	na	AKHW03000112.1	=	NW_017707526.1	Primary Assembly	12777	na
ScZkoYb_1901	unplaced-scaffold	na	na	AKHW03000113.1	=	NW_017707527.1	Primary Assembly	5545	na
ScZkoYb_4155	unplaced-scaffold	na	na	AKHW03000114.1	=	NW_017707528.1	Primary Assembly	1223	na
ScZkoYb_3808	unplaced-scaffold	na	na	AKHW03000115.1	=	NW_017707529.1	Primary Assembly	4049	na
ScZkoYb_1632	unplaced-scaffold	na	na	AKHW03000116.1	=	NW_017707530.1	Primary Assembly	72666	na
ScZkoYb_5569	unplaced-scaffold	na	na	AKHW03000117.1	=	NW_017707531.1	Primary Assembly	135693	na
ScZkoYb_4293	unplaced-scaffold	na	na	AKHW03000118.1	=	NW_017707532.1	Primary Assembly	10308	na
ScZkoYb_4330	unplaced-scaffold	na	na	AKHW03000119.1	=	NW_017707533.1	Primary Assembly	1019	na
ScZkoYb_2057	unplaced-scaffold	na	na	AKHW03000120.1	=	NW_017707534.1	Primary Assembly	3453	na
ScZkoYb_545	unplaced-scaffold	na	na	AKHW03000121.1	=	NW_017707535.1	Primary Assembly	7778	na
ScZkoYb_866	unplaced-scaffold	na	na	AKHW03000122.1	=	NW_017707536.1	Primary Assembly	19002	na
ScZkoYb_329	unplaced-scaffold	na	na	AKHW03000123.1	=	NW_017707537.1	Primary Assembly	2162291	na
ScZkoYb_3957	unplaced-scaffold	na	na	AKHW03000124.1	=	NW_017707538.1	Primary Assembly	5592	na
ScZkoYb_3361	unplaced-scaffold	na	na	AKHW03000125.1	=	NW_017707539.1	Primary Assembly	7447	na
ScZkoYb_4051	unplaced-scaffold	na	na	AKHW03000126.1	=	NW_017707540.1	Primary Assembly	5479	na
ScZkoYb_6010	unplaced-scaffold	na	na	AKHW03000127.1	=	NW_017707541.1	Primary Assembly	2760	na
ScZkoYb_4245	unplaced-scaffold	na	na	AKHW03000128.1	=	NW_017707542.1	Primary Assembly	4067	na
ScZkoYb_5041	unplaced-scaffold	na	na	AKHW03000129.1	=	NW_017707543.1	Primary Assembly	5436	na
ScZkoYb_4446	unplaced-scaffold	na	na	AKHW03000130.1	=	NW_017707544.1	Primary Assembly	1111	na
ScZkoYb_4727	unplaced-scaffold	na	na	AKHW03000131.1	=	NW_017707545.1	Primary Assembly	1471	na
ScZkoYb_6517	unplaced-scaffold	na	na	AKHW03000132.1	=	NW_017707546.1	Primary Assembly	5206	na
ScZkoYb_6796	unplaced-scaffold	na	na	AKHW03000133.1	=	NW_017707547.1	Primary Assembly	3069	na
ScZkoYb_1861	unplaced-scaffold	na	na	AKHW03000134.1	=	NW_017707548.1	Primary Assembly	1109	na
ScZkoYb_3367	unplaced-scaffold	na	na	AKHW03000135.1	=	NW_017707549.1	Primary Assembly	1285	na
ScZkoYb_1506	unplaced-scaffold	na	na	AKHW03000136.1	=	NW_017707550.1	Primary Assembly	3695	na
ScZkoYb_6694	unplaced-scaffold	na	na	AKHW03000137.1	=	NW_017707551.1	Primary Assembly	6109	na
ScZkoYb_931	unplaced-scaffold	na	na	AKHW03000138.1	=	NW_017707552.1	Primary Assembly	4982	na
ScZkoYb_3871	unplaced-scaffold	na	na	AKHW03000139.1	=	NW_017707553.1	Primary Assembly	30061	na
ScZkoYb_2740	unplaced-scaffold	na	na	AKHW03000140.1	=	NW_017707554.1	Primary Assembly	1645	na
ScZkoYb_4318	unplaced-scaffold	na	na	AKHW03000141.1	=	NW_017707555.1	Primary Assembly	3149	na
ScZkoYb_6711	unplaced-scaffold	na	na	AKHW03000142.1	=	NW_017707556.1	Primary Assembly	1370	na
ScZkoYb_1234	unplaced-scaffold	na	na	AKHW03000143.1	=	NW_017707557.1	Primary Assembly	1554	na
ScZkoYb_2930	unplaced-scaffold	na	na	AKHW03000144.1	=	NW_017707558.1	Primary Assembly	22459	na
ScZkoYb_3125	unplaced-scaffold	na	na	AKHW03000145.1	=	NW_017707559.1	Primary Assembly	6221	na
ScZkoYb_1072	unplaced-scaffold	na	na	AKHW03000146.1	=	NW_017707560.1	Primary Assembly	413296	na
ScZkoYb_3179	unplaced-scaffold	na	na	AKHW03000147.1	=	NW_017707561.1	Primary Assembly	5513	na
ScZkoYb_1941	unplaced-scaffold	na	na	AKHW03000148.1	=	NW_017707562.1	Primary Assembly	3501	na
ScZkoYb_3152	unplaced-scaffold	na	na	AKHW03000149.1	=	NW_017707563.1	Primary Assembly	1618	na
ScZkoYb_2388	unplaced-scaffold	na	na	AKHW03000150.1	=	NW_017707564.1	Primary Assembly	1262	na
ScZkoYb_2947	unplaced-scaffold	na	na	AKHW03000151.1	=	NW_017707565.1	Primary Assembly	25156	na
ScZkoYb_191	unplaced-scaffold	na	na	AKHW03000152.1	=	NW_017707566.1	Primary Assembly	4388	na
ScZkoYb_1066	unplaced-scaffold	na	na	AKHW03000153.1	=	NW_017707567.1	Primary Assembly	4447	na
ScZkoYb_1836	unplaced-scaffold	na	na	AKHW03000154.1	=	NW_017707568.1	Primary Assembly	22236	na
ScZkoYb_6264	unplaced-scaffold	na	na	AKHW03000155.1	=	NW_017707569.1	Primary Assembly	9486	na
ScZkoYb_656	unplaced-scaffold	na	na	AKHW03000156.1	=	NW_017707570.1	Primary Assembly	1018	na
ScZkoYb_2825	unplaced-scaffold	na	na	AKHW03000157.1	=	NW_017707571.1	Primary Assembly	4133	na
ScZkoYb_95	unplaced-scaffold	na	na	AKHW03000158.1	=	NW_017707572.1	Primary Assembly	3060	na
ScZkoYb_4615	unplaced-scaffold	na	na	AKHW03000159.1	=	NW_017707573.1	Primary Assembly	1842	na
ScZkoYb_5966	unplaced-scaffold	na	na	AKHW03000160.1	=	NW_017707574.1	Primary Assembly	1512	na
ScZkoYb_1090	unplaced-scaffold	na	na	AKHW03000161.1	=	NW_017707575.1	Primary Assembly	697420	na
ScZkoYb_596	unplaced-scaffold	na	na	AKHW03000162.1	=	NW_017707576.1	Primary Assembly	1002	na
ScZkoYb_6023	unplaced-scaffold	na	na	AKHW03000163.1	=	NW_017707577.1	Primary Assembly	2572	na
ScZkoYb_2817	unplaced-scaffold	na	na	AKHW03000164.1	=	NW_017707578.1	Primary Assembly	5135	na
ScZkoYb_5156	unplaced-scaffold	na	na	AKHW03000165.1	=	NW_017707579.1	Primary Assembly	1608	na
ScZkoYb_951	unplaced-scaffold	na	na	AKHW03000166.1	=	NW_017707580.1	Primary Assembly	51595	na
ScZkoYb_925	unplaced-scaffold	na	na	AKHW03000167.1	=	NW_017707581.1	Primary Assembly	8695	na
ScZkoYb_5490	unplaced-scaffold	na	na	AKHW03000168.1	=	NW_017707582.1	Primary Assembly	1498	na
ScZkoYb_3612	unplaced-scaffold	na	na	AKHW03000169.1	=	NW_017707583.1	Primary Assembly	1590	na
ScZkoYb_275.2	unplaced-scaffold	na	na	AKHW03000170.1	=	NW_017707584.1	Primary Assembly	13501	na
ScZkoYb_2905	unplaced-scaffold	na	na	AKHW03000171.1	=	NW_017707585.1	Primary Assembly	70681	na
ScZkoYb_5695	unplaced-scaffold	na	na	AKHW03000172.1	=	NW_017707586.1	Primary Assembly	1341	na
ScZkoYb_987	unplaced-scaffold	na	na	AKHW03000173.1	=	NW_017707587.1	Primary Assembly	2578	na
ScZkoYb_759	unplaced-scaffold	na	na	AKHW03000174.1	=	NW_017707588.1	Primary Assembly	3552	na
ScZkoYb_1547	unplaced-scaffold	na	na	AKHW03000175.1	=	NW_017707589.1	Primary Assembly	2669	na
ScZkoYb_3640	unplaced-scaffold	na	na	AKHW03000176.1	=	NW_017707590.1	Primary Assembly	3312	na
ScZkoYb_2855	unplaced-scaffold	na	na	AKHW03000177.1	=	NW_017707591.1	Primary Assembly	2641	na
ScZkoYb_60	unplaced-scaffold	na	na	AKHW03000178.1	=	NW_017707592.1	Primary Assembly	9521949	na
ScZkoYb_128	unplaced-scaffold	na	na	AKHW03000179.1	=	NW_017707593.1	Primary Assembly	33312291	na
ScZkoYb_5565	unplaced-scaffold	na	na	AKHW03000180.1	=	NW_017707594.1	Primary Assembly	1335	na
ScZkoYb_4765	unplaced-scaffold	na	na	AKHW03000181.1	=	NW_017707595.1	Primary Assembly	27124	na
ScZkoYb_5450	unplaced-scaffold	na	na	AKHW03000182.1	=	NW_017707596.1	Primary Assembly	3654	na
ScZkoYb_3183	unplaced-scaffold	na	na	AKHW03000183.1	=	NW_017707597.1	Primary Assembly	3627	na
ScZkoYb_4332	unplaced-scaffold	na	na	AKHW03000184.1	=	NW_017707598.1	Primary Assembly	1290	na
ScZkoYb_1282.1	unplaced-scaffold	na	na	AKHW03000185.1	=	NW_017707599.1	Primary Assembly	7666	na
ScZkoYb_4892	unplaced-scaffold	na	na	AKHW03000186.1	=	NW_017707600.1	Primary Assembly	1635	na
ScZkoYb_114.2	unplaced-scaffold	na	na	AKHW03000187.1	=	NW_017707601.1	Primary Assembly	14569	na
ScZkoYb_2280	unplaced-scaffold	na	na	AKHW03000188.1	=	NW_017707602.1	Primary Assembly	31032	na
ScZkoYb_2454	unplaced-scaffold	na	na	AKHW03000189.1	=	NW_017707603.1	Primary Assembly	1579	na
ScZkoYb_83	unplaced-scaffold	na	na	AKHW03000190.1	=	NW_017707604.1	Primary Assembly	7804254	na
ScZkoYb_4028	unplaced-scaffold	na	na	AKHW03000191.1	=	NW_017707605.1	Primary Assembly	4478	na
ScZkoYb_3795	unplaced-scaffold	na	na	AKHW03000192.1	=	NW_017707606.1	Primary Assembly	1256	na
ScZkoYb_5633.1	unplaced-scaffold	na	na	AKHW03000193.1	=	NW_017707607.1	Primary Assembly	5716	na
ScZkoYb_3639	unplaced-scaffold	na	na	AKHW03000194.1	=	NW_017707608.1	Primary Assembly	2595	na
ScZkoYb_5635	unplaced-scaffold	na	na	AKHW03000195.1	=	NW_017707609.1	Primary Assembly	1325	na
ScZkoYb_49.1	unplaced-scaffold	na	na	AKHW03000196.1	=	NW_017707610.1	Primary Assembly	21979	na
ScZkoYb_6404	unplaced-scaffold	na	na	AKHW03000197.1	=	NW_017707611.1	Primary Assembly	7148	na
ScZkoYb_5445	unplaced-scaffold	na	na	AKHW03000198.1	=	NW_017707612.1	Primary Assembly	5389	na
ScZkoYb_170.1	unplaced-scaffold	na	na	AKHW03000199.1	=	NW_017707613.1	Primary Assembly	58007	na
ScZkoYb_5988	unplaced-scaffold	na	na	AKHW03000200.1	=	NW_017707614.1	Primary Assembly	1827	na
ScZkoYb_5104	unplaced-scaffold	na	na	AKHW03000201.1	=	NW_017707615.1	Primary Assembly	1091	na
ScZkoYb_1926	unplaced-scaffold	na	na	AKHW03000202.1	=	NW_017707616.1	Primary Assembly	1842	na
ScZkoYb_3271	unplaced-scaffold	na	na	AKHW03000203.1	=	NW_017707617.1	Primary Assembly	1203	na
ScZkoYb_315	unplaced-scaffold	na	na	AKHW03000204.1	=	NW_017707618.1	Primary Assembly	52417	na
ScZkoYb_4994	unplaced-scaffold	na	na	AKHW03000205.1	=	NW_017707619.1	Primary Assembly	14313	na
ScZkoYb_5910	unplaced-scaffold	na	na	AKHW03000206.1	=	NW_017707620.1	Primary Assembly	5089	na
ScZkoYb_517	unplaced-scaffold	na	na	AKHW03000207.1	=	NW_017707621.1	Primary Assembly	442725	na
ScZkoYb_1857	unplaced-scaffold	na	na	AKHW03000208.1	=	NW_017707622.1	Primary Assembly	2605	na
ScZkoYb_468	unplaced-scaffold	na	na	AKHW03000209.1	=	NW_017707623.1	Primary Assembly	681135	na
ScZkoYb_5911.1	unplaced-scaffold	na	na	AKHW03000210.1	=	NW_017707624.1	Primary Assembly	2619	na
ScZkoYb_535	unplaced-scaffold	na	na	AKHW03000211.1	=	NW_017707625.1	Primary Assembly	2857	na
ScZkoYb_5369	unplaced-scaffold	na	na	AKHW03000212.1	=	NW_017707626.1	Primary Assembly	1556	na
ScZkoYb_5959	unplaced-scaffold	na	na	AKHW03000213.1	=	NW_017707627.1	Primary Assembly	1245	na
ScZkoYb_6385	unplaced-scaffold	na	na	AKHW03000214.1	=	NW_017707628.1	Primary Assembly	2488	na
ScZkoYb_3049	unplaced-scaffold	na	na	AKHW03000215.1	=	NW_017707629.1	Primary Assembly	1349	na
