# Assembly name:  mOrnAna1.pri.v4
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA489114
# Submitter:      Vertebrate Genomes Project
# Date:           2020-11-06
# Assembly type:  haploid (principal pseudohaplotype of diploid)
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    RZJT02
# Assembly method: FALCON v. 5.1.1; FALCON Unzip v. 1.0.2; purge_haplotigs v. bit 7.10.2018; scaff10X v. git 4.28.2018; Bionano Solve DLS v. 3.2.1; Salsa2 HiC v. 2.0; smrtanalysis Arrow polishing & gap fillingt v. 5.1.0.26412; longranger align v. 2.2.2; freebayes v. 1.2.0; gEVAL manual curation v. 2019-12-06
# Expected final version: no
# Genome coverage: 58.8x
# Sequencing technology: PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Dovetail Genomics HiC; Arima Genomics
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_004115215.4
# RefSeq assembly accession: GCF_004115215.2
# RefSeq assembly and GenBank assemblies identical: no
# Linked assembly: GCA_008822115.3 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_004115275.3	GCF_004115275.2	Primary Assembly
## GCA_005475405.2	GCF_000184245.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_24_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000082.1	=	NW_024396736.1	Primary Assembly	214698	na
scaffold_254_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000083.1	=	NW_024396737.1	Primary Assembly	37320	na
scaffold_258_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000084.1	=	NW_024396739.1	Primary Assembly	45262	na
scaffold_261_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000085.1	=	NW_024396740.1	Primary Assembly	23910	na
scaffold_263_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000086.1	=	NW_024396742.1	Primary Assembly	53324	na
scaffold_264_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000087.1	=	NW_024396743.1	Primary Assembly	4208362	na
scaffold_275_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000088.1	=	NW_024396746.1	Primary Assembly	37780	na
scaffold_276_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000089.1	=	NW_024396747.1	Primary Assembly	47510	na
scaffold_278_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000090.1	=	NW_024396748.1	Primary Assembly	35459	na
scaffold_279_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000091.1	=	NW_024396749.1	Primary Assembly	56046	na
scaffold_284_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000092.1	=	NW_024396752.1	Primary Assembly	59812	na
scaffold_286_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000093.1	=	NW_024396753.1	Primary Assembly	37163	na
scaffold_28_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000094.1	=	NW_024396754.1	Primary Assembly	47919	na
scaffold_295_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000095.1	=	NW_024396756.1	Primary Assembly	37592	na
scaffold_298_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000096.1	=	NW_024396757.1	Primary Assembly	23510	na
scaffold_2_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000097.1	=	NW_024396758.1	Primary Assembly	44649	na
scaffold_301_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000098.1	=	NW_024396759.1	Primary Assembly	23655	na
scaffold_304_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000099.1	=	NW_024396761.1	Primary Assembly	22216	na
scaffold_309_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000100.1	=	NW_024396762.1	Primary Assembly	22346	na
scaffold_318_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000101.1	=	NW_024396763.1	Primary Assembly	23676	na
scaffold_319_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000102.1	=	NW_024396764.1	Primary Assembly	47409	na
scaffold_31_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000103.1	=	NW_024396765.1	Primary Assembly	39367	na
scaffold_320_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000104.1	=	NW_024396766.1	Primary Assembly	49680	na
scaffold_321_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000105.1	=	NW_024396767.1	Primary Assembly	27322	na
scaffold_323_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000106.1	=	NW_024396768.1	Primary Assembly	40418	na
scaffold_339_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000107.1	=	NW_024396775.1	Primary Assembly	32789	na
scaffold_340_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000108.1	=	NW_024396776.1	Primary Assembly	35592	na
scaffold_341_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000109.1	=	NW_024396777.1	Primary Assembly	71704	na
scaffold_343_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000110.1	=	NW_024396778.1	Primary Assembly	25406	na
scaffold_344_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000111.1	=	NW_024396779.1	Primary Assembly	741479	na
scaffold_346_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000112.1	=	NW_024396780.1	Primary Assembly	43372	na
scaffold_349_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000113.1	=	NW_024396781.1	Primary Assembly	20413	na
scaffold_34_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000114.1	=	NW_024396782.1	Primary Assembly	328423	na
scaffold_355_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000115.1	=	NW_024396783.1	Primary Assembly	46517	na
scaffold_356_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000116.1	=	NW_024396784.1	Primary Assembly	59877	na
scaffold_361_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000117.1	=	NW_024396786.1	Primary Assembly	29418	na
scaffold_370_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000118.1	=	NW_024396790.1	Primary Assembly	56263	na
scaffold_384_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000119.1	=	NW_024396794.1	Primary Assembly	58844	na
scaffold_385_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000120.1	=	NW_024396795.1	Primary Assembly	73609	na
scaffold_388_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000121.1	=	NW_024396797.1	Primary Assembly	24121	na
scaffold_394_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000122.1	=	NW_024396799.1	Primary Assembly	22046	na
scaffold_39_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000123.1	=	NW_024396802.1	Primary Assembly	237719	na
scaffold_402_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000124.1	=	NW_024396803.1	Primary Assembly	30555	na
scaffold_409_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000125.1	=	NW_024396806.1	Primary Assembly	24306	na
scaffold_415_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000126.1	=	NW_024396809.1	Primary Assembly	174672	na
scaffold_426_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000127.1	=	NW_024396813.1	Primary Assembly	30796	na
scaffold_435_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000128.1	=	NW_024396816.1	Primary Assembly	24931	na
scaffold_43_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000129.1	=	NW_024396819.1	Primary Assembly	37574	na
scaffold_443_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000130.1	=	NW_024396820.1	Primary Assembly	20541	na
scaffold_448_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000131.1	=	NW_024396821.1	Primary Assembly	50885	na
scaffold_462_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000132.1	=	NW_024396824.1	Primary Assembly	459794	na
scaffold_463_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000133.1	=	NW_024396825.1	Primary Assembly	31977	na
scaffold_469_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000134.1	=	NW_024396827.1	Primary Assembly	42026	na
scaffold_470_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000135.1	=	NW_024396829.1	Primary Assembly	62616	na
scaffold_471_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000136.1	=	NW_024396830.1	Primary Assembly	24739	na
scaffold_477_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000137.1	=	NW_024396833.1	Primary Assembly	36767	na
scaffold_47_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000138.1	=	NW_024396834.1	Primary Assembly	52693	na
scaffold_481_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000139.1	=	NW_024396835.1	Primary Assembly	421164	na
scaffold_489_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000140.1	=	NW_024396838.1	Primary Assembly	20830	na
scaffold_491_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000141.1	=	NW_024396840.1	Primary Assembly	32706	na
scaffold_500_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000142.1	=	NW_024396842.1	Primary Assembly	49519	na
scaffold_505_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000143.1	=	NW_024396843.1	Primary Assembly	29063	na
scaffold_506_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000144.1	=	NW_024396844.1	Primary Assembly	46557	na
scaffold_511_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000145.1	=	NW_024396847.1	Primary Assembly	29074	na
scaffold_513_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000146.1	=	NW_024396848.1	Primary Assembly	27197	na
scaffold_522_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000147.1	=	NW_024396851.1	Primary Assembly	28671	na
scaffold_523_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000148.1	=	NW_024396852.1	Primary Assembly	22268	na
scaffold_527_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000149.1	=	NW_024396853.1	Primary Assembly	21579	na
scaffold_52_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000150.1	=	NW_024396854.1	Primary Assembly	35538	na
scaffold_532_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000151.1	=	NW_024396855.1	Primary Assembly	33855	na
scaffold_53_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000152.1	=	NW_024396858.1	Primary Assembly	46082	na
scaffold_542_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000153.1	=	NW_024396859.1	Primary Assembly	22756	na
scaffold_543_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000154.1	=	NW_024396860.1	Primary Assembly	47235	na
scaffold_555_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000155.1	=	NW_024396863.1	Primary Assembly	28020	na
scaffold_566_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000156.1	=	NW_024396866.1	Primary Assembly	50440	na
scaffold_572_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000157.1	=	NW_024396868.1	Primary Assembly	51862	na
scaffold_578_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000158.1	=	NW_024396870.1	Primary Assembly	85309	na
scaffold_581_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000159.1	=	NW_024396873.1	Primary Assembly	43386	na
scaffold_584_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000160.1	=	NW_024396875.1	Primary Assembly	33417	na
scaffold_593_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000161.1	=	NW_024396876.1	Primary Assembly	24808	na
scaffold_594_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000162.1	=	NW_024396877.1	Primary Assembly	28053	na
scaffold_601_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000163.1	=	NW_024396880.1	Primary Assembly	33745	na
scaffold_604_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000164.1	=	NW_024396881.1	Primary Assembly	56851	na
scaffold_605_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000165.1	=	NW_024396882.1	Primary Assembly	32263	na
scaffold_606_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000166.1	=	NW_024396883.1	Primary Assembly	30918	na
scaffold_608_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000167.1	=	NW_024396884.1	Primary Assembly	228657	na
scaffold_609_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000168.1	=	NW_024396885.1	Primary Assembly	37045	na
scaffold_613_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000169.1	=	NW_024396887.1	Primary Assembly	55602	na
scaffold_615_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000170.1	=	NW_024396888.1	Primary Assembly	826105	na
scaffold_618_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000171.1	=	NW_024396889.1	Primary Assembly	27705	na
scaffold_61_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000172.1	=	NW_024396890.1	Primary Assembly	43735	na
scaffold_621_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000173.1	=	NW_024396892.1	Primary Assembly	154653	na
scaffold_629_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000174.1	=	NW_024396896.1	Primary Assembly	21148	na
scaffold_631_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000175.1	=	NW_024396898.1	Primary Assembly	28798	na
scaffold_638_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000176.1	=	NW_024396899.1	Primary Assembly	29783	na
scaffold_654_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000177.1	=	NW_024396904.1	Primary Assembly	22394	na
scaffold_673_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000178.1	=	NW_024396909.1	Primary Assembly	30885	na
scaffold_675_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000179.1	=	NW_024396911.1	Primary Assembly	46700	na
scaffold_676_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000180.1	=	NW_024396912.1	Primary Assembly	31060	na
scaffold_677_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000181.1	=	NW_024396913.1	Primary Assembly	11224	na
scaffold_679_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000182.1	=	NW_024396914.1	Primary Assembly	29823	na
scaffold_67_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000183.1	=	NW_024396915.1	Primary Assembly	25660	na
scaffold_681_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000184.1	=	NW_024396916.1	Primary Assembly	25673	na
scaffold_682_arrow_ctg1	unplaced-scaffold	na	na	RZJT02000185.1	=	NW_024396917.1	Primary Assembly	177670	na
