# Assembly name:  ASM31398v2
# Organism name:  Echinops telfairi (small Madagascar hedgehog)
# Taxid:          9371
# BioSample:      SAMN00216137
# BioProject:     PRJNA12590
# Submitter:      Broad Institute
# Date:           2019-07-15
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AAIY03
# Assembly method: ALLPATHS v. R37599; Dovetail HiC v. 22-Jul-2017
# Expected final version: yes
# Genome coverage: 78x
# Sequencing technology: Illumina HiSeq
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000313985.2
# RefSeq assembly accession: GCF_000313985.2
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000313995.2	GCF_000313995.2	Primary Assembly
## 	GCF_000033495.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ScPeMD7_20;HRSCAF=75	unplaced-scaffold	na	na	AAIY03000022.1	=	NW_022103917.1	Primary Assembly	14910981	na
ScPeMD7_21;HRSCAF=78	unplaced-scaffold	na	na	AAIY03000023.1	=	NW_022103918.1	Primary Assembly	17929461	na
ScPeMD7_22;HRSCAF=79	unplaced-scaffold	na	na	AAIY03000024.1	=	NW_022103919.1	Primary Assembly	18341058	na
ScPeMD7_23;HRSCAF=83	unplaced-scaffold	na	na	AAIY03000025.1	=	NW_022103920.1	Primary Assembly	92117661	na
ScPeMD7_24;HRSCAF=84	unplaced-scaffold	na	na	AAIY03000026.1	=	NW_022103921.1	Primary Assembly	7984054	na
ScPeMD7_25;HRSCAF=90	unplaced-scaffold	na	na	AAIY03000027.1	=	NW_022103922.1	Primary Assembly	33919998	na
ScPeMD7_26;HRSCAF=91	unplaced-scaffold	na	na	AAIY03000028.1	=	NW_022103923.1	Primary Assembly	6620748	na
ScPeMD7_27;HRSCAF=92	unplaced-scaffold	na	na	AAIY03000029.1	=	NW_022103924.1	Primary Assembly	6660306	na
ScPeMD7_28;HRSCAF=97	unplaced-scaffold	na	na	AAIY03000030.1	=	NW_022103925.1	Primary Assembly	6320406	na
ScPeMD7_29;HRSCAF=101	unplaced-scaffold	na	na	AAIY03000031.1	=	NW_022103926.1	Primary Assembly	10625996	na
ScPeMD7_30;HRSCAF=105	unplaced-scaffold	na	na	AAIY03000032.1	=	NW_022103927.1	Primary Assembly	4905094	na
ScPeMD7_31;HRSCAF=116	unplaced-scaffold	na	na	AAIY03000033.1	=	NW_022103928.1	Primary Assembly	64709447	na
ScPeMD7_32;HRSCAF=126	unplaced-scaffold	na	na	AAIY03000034.1	=	NW_022103929.1	Primary Assembly	2695145	na
ScPeMD7_33;HRSCAF=127	unplaced-scaffold	na	na	AAIY03000035.1	=	NW_022103930.1	Primary Assembly	2974796	na
ScPeMD7_34;HRSCAF=130	unplaced-scaffold	na	na	AAIY03000036.1	=	NW_022103931.1	Primary Assembly	4098198	na
ScPeMD7_35;HRSCAF=133_0	unplaced-scaffold	na	na	AAIY03000037.1	=	NW_022103932.1	Primary Assembly	1313613	na
ScPeMD7_35;HRSCAF=133_1	unplaced-scaffold	na	na	AAIY03000038.1	=	NW_022103933.1	Primary Assembly	1130012	na
ScPeMD7_36;HRSCAF=134	unplaced-scaffold	na	na	AAIY03000039.1	=	NW_022103934.1	Primary Assembly	4333192	na
ScPeMD7_37;HRSCAF=141	unplaced-scaffold	na	na	AAIY03000040.1	=	NW_022103935.1	Primary Assembly	2083897	na
ScPeMD7_38;HRSCAF=143	unplaced-scaffold	na	na	AAIY03000041.1	=	NW_022103936.1	Primary Assembly	2036574	na
ScPeMD7_39;HRSCAF=148	unplaced-scaffold	na	na	AAIY03000042.1	=	NW_022103937.1	Primary Assembly	1964779	na
ScPeMD7_40;HRSCAF=151	unplaced-scaffold	na	na	AAIY03000043.1	=	NW_022103938.1	Primary Assembly	1657042	na
ScPeMD7_41;HRSCAF=154	unplaced-scaffold	na	na	AAIY03000044.1	=	NW_022103939.1	Primary Assembly	3612721	na
ScPeMD7_42;HRSCAF=159	unplaced-scaffold	na	na	AAIY03000045.1	=	NW_022103940.1	Primary Assembly	5502340	na
ScPeMD7_43;HRSCAF=161	unplaced-scaffold	na	na	AAIY03000046.1	=	NW_022103941.1	Primary Assembly	1106584	na
ScPeMD7_44;HRSCAF=162	unplaced-scaffold	na	na	AAIY03000047.1	=	NW_022103942.1	Primary Assembly	15400271	na
ScPeMD7_45;HRSCAF=164	unplaced-scaffold	na	na	AAIY03000048.1	=	NW_022103943.1	Primary Assembly	915936	na
ScPeMD7_46;HRSCAF=168	unplaced-scaffold	na	na	AAIY03000049.1	=	NW_022103944.1	Primary Assembly	833662	na
ScPeMD7_47;HRSCAF=170	unplaced-scaffold	na	na	AAIY03000050.1	=	NW_022103945.1	Primary Assembly	712956	na
ScPeMD7_48;HRSCAF=171	unplaced-scaffold	na	na	AAIY03000051.1	=	NW_022103946.1	Primary Assembly	705564	na
ScPeMD7_49;HRSCAF=173	unplaced-scaffold	na	na	AAIY03000052.1	=	NW_022103947.1	Primary Assembly	4111020	na
ScPeMD7_50;HRSCAF=174	unplaced-scaffold	na	na	AAIY03000053.1	=	NW_022103948.1	Primary Assembly	687542	na
ScPeMD7_51;HRSCAF=177	unplaced-scaffold	na	na	AAIY03000054.1	=	NW_022103949.1	Primary Assembly	87851	na
ScPeMD7_52;HRSCAF=179	unplaced-scaffold	na	na	AAIY03000055.1	=	NW_022103950.1	Primary Assembly	611675	na
ScPeMD7_53;HRSCAF=182	unplaced-scaffold	na	na	AAIY03000056.1	=	NW_022103951.1	Primary Assembly	21546417	na
ScPeMD7_54;HRSCAF=185	unplaced-scaffold	na	na	AAIY03000057.1	=	NW_022103952.1	Primary Assembly	482123	na
ScPeMD7_55;HRSCAF=186	unplaced-scaffold	na	na	AAIY03000058.1	=	NW_022103953.1	Primary Assembly	470052	na
ScPeMD7_56;HRSCAF=191	unplaced-scaffold	na	na	AAIY03000059.1	=	NW_022103954.1	Primary Assembly	115995	na
ScPeMD7_57;HRSCAF=196	unplaced-scaffold	na	na	AAIY03000060.1	=	NW_022103955.1	Primary Assembly	4598308	na
ScPeMD7_58;HRSCAF=197	unplaced-scaffold	na	na	AAIY03000061.1	=	NW_022103956.1	Primary Assembly	267610	na
ScPeMD7_59;HRSCAF=198	unplaced-scaffold	na	na	AAIY03000062.1	=	NW_022103957.1	Primary Assembly	938143	na
ScPeMD7_60;HRSCAF=208	unplaced-scaffold	na	na	AAIY03000063.1	=	NW_022103958.1	Primary Assembly	45861733	na
ScPeMD7_61;HRSCAF=230	unplaced-scaffold	na	na	AAIY03000064.1	=	NW_022103959.1	Primary Assembly	141457	na
ScPeMD7_62;HRSCAF=233	unplaced-scaffold	na	na	AAIY03000065.1	=	NW_022103960.1	Primary Assembly	127705	na
ScPeMD7_63;HRSCAF=240	unplaced-scaffold	na	na	AAIY03000066.1	=	NW_022103961.1	Primary Assembly	491699	na
ScPeMD7_64;HRSCAF=241	unplaced-scaffold	na	na	AAIY03000067.1	=	NW_022103962.1	Primary Assembly	230934	na
ScPeMD7_65;HRSCAF=253	unplaced-scaffold	na	na	AAIY03000068.1	=	NW_022103963.1	Primary Assembly	97517	na
ScPeMD7_66;HRSCAF=263	unplaced-scaffold	na	na	AAIY03000069.1	=	NW_022103964.1	Primary Assembly	542585	na
ScPeMD7_67;HRSCAF=266	unplaced-scaffold	na	na	AAIY03000070.1	=	NW_022103965.1	Primary Assembly	76299	na
ScPeMD7_68;HRSCAF=287	unplaced-scaffold	na	na	AAIY03000071.1	=	NW_022103966.1	Primary Assembly	60278	na
ScPeMD7_69;HRSCAF=296	unplaced-scaffold	na	na	AAIY03000072.1	=	NW_022103967.1	Primary Assembly	53711	na
ScPeMD7_70;HRSCAF=299	unplaced-scaffold	na	na	AAIY03000073.1	=	NW_022103968.1	Primary Assembly	73293991	na
ScPeMD7_71;HRSCAF=300	unplaced-scaffold	na	na	AAIY03000074.1	=	NW_022103969.1	Primary Assembly	49717	na
ScPeMD7_72;HRSCAF=302	unplaced-scaffold	na	na	AAIY03000075.1	=	NW_022103970.1	Primary Assembly	50000	na
ScPeMD7_73;HRSCAF=304	unplaced-scaffold	na	na	AAIY03000076.1	=	NW_022103971.1	Primary Assembly	47374	na
ScPeMD7_74;HRSCAF=306	unplaced-scaffold	na	na	AAIY03000077.1	=	NW_022103972.1	Primary Assembly	727927	na
ScPeMD7_75;HRSCAF=307	unplaced-scaffold	na	na	AAIY03000078.1	=	NW_022103973.1	Primary Assembly	46948	na
ScPeMD7_76;HRSCAF=308	unplaced-scaffold	na	na	AAIY03000079.1	=	NW_022103974.1	Primary Assembly	47053	na
ScPeMD7_77;HRSCAF=313	unplaced-scaffold	na	na	AAIY03000080.1	=	NW_022103975.1	Primary Assembly	45827	na
ScPeMD7_78;HRSCAF=314	unplaced-scaffold	na	na	AAIY03000081.1	=	NW_022103976.1	Primary Assembly	62455	na
ScPeMD7_79;HRSCAF=317	unplaced-scaffold	na	na	AAIY03000082.1	=	NW_022103977.1	Primary Assembly	44861	na
ScPeMD7_80;HRSCAF=318	unplaced-scaffold	na	na	AAIY03000083.1	=	NW_022103978.1	Primary Assembly	44941	na
ScPeMD7_81;HRSCAF=319	unplaced-scaffold	na	na	AAIY03000084.1	=	NW_022103979.1	Primary Assembly	44178	na
ScPeMD7_82;HRSCAF=320	unplaced-scaffold	na	na	AAIY03000085.1	=	NW_022103980.1	Primary Assembly	44075	na
ScPeMD7_83;HRSCAF=323	unplaced-scaffold	na	na	AAIY03000086.1	=	NW_022103981.1	Primary Assembly	42919	na
ScPeMD7_84;HRSCAF=325	unplaced-scaffold	na	na	AAIY03000087.1	=	NW_022103982.1	Primary Assembly	42478	na
ScPeMD7_85;HRSCAF=327	unplaced-scaffold	na	na	AAIY03000088.1	=	NW_022103983.1	Primary Assembly	41922	na
ScPeMD7_86;HRSCAF=328	unplaced-scaffold	na	na	AAIY03000089.1	=	NW_022103984.1	Primary Assembly	41895	na
ScPeMD7_87;HRSCAF=329	unplaced-scaffold	na	na	AAIY03000090.1	=	NW_022103985.1	Primary Assembly	41689	na
ScPeMD7_88;HRSCAF=332	unplaced-scaffold	na	na	AAIY03000091.1	=	NW_022103986.1	Primary Assembly	39462	na
ScPeMD7_89;HRSCAF=334	unplaced-scaffold	na	na	AAIY03000092.1	=	NW_022103987.1	Primary Assembly	47526	na
ScPeMD7_90;HRSCAF=338	unplaced-scaffold	na	na	AAIY03000093.1	=	NW_022103988.1	Primary Assembly	36632	na
ScPeMD7_91;HRSCAF=344	unplaced-scaffold	na	na	AAIY03000094.1	=	NW_022103989.1	Primary Assembly	31304	na
ScPeMD7_92;HRSCAF=347	unplaced-scaffold	na	na	AAIY03000095.1	=	NW_022103990.1	Primary Assembly	30739	na
ScPeMD7_93;HRSCAF=357	unplaced-scaffold	na	na	AAIY03000096.1	=	NW_022103991.1	Primary Assembly	26942	na
ScPeMD7_94;HRSCAF=360	unplaced-scaffold	na	na	AAIY03000097.1	=	NW_022103992.1	Primary Assembly	25990	na
ScPeMD7_95;HRSCAF=361	unplaced-scaffold	na	na	AAIY03000098.1	=	NW_022103993.1	Primary Assembly	57145	na
ScPeMD7_96;HRSCAF=364	unplaced-scaffold	na	na	AAIY03000099.1	=	NW_022103994.1	Primary Assembly	259859	na
ScPeMD7_97;HRSCAF=365	unplaced-scaffold	na	na	AAIY03000100.1	=	NW_022103995.1	Primary Assembly	24509	na
ScPeMD7_98;HRSCAF=368	unplaced-scaffold	na	na	AAIY03000101.1	=	NW_022103996.1	Primary Assembly	23689	na
ScPeMD7_99;HRSCAF=371	unplaced-scaffold	na	na	AAIY03000102.1	=	NW_022103997.1	Primary Assembly	23073	na
ScPeMD7_100;HRSCAF=373	unplaced-scaffold	na	na	AAIY03000103.1	=	NW_022103998.1	Primary Assembly	51629	na
ScPeMD7_101;HRSCAF=374	unplaced-scaffold	na	na	AAIY03000104.1	=	NW_022103999.1	Primary Assembly	22986	na
ScPeMD7_102;HRSCAF=377	unplaced-scaffold	na	na	AAIY03000105.1	=	NW_022104000.1	Primary Assembly	23003	na
ScPeMD7_103;HRSCAF=379	unplaced-scaffold	na	na	AAIY03000106.1	=	NW_022104001.1	Primary Assembly	62635	na
ScPeMD7_104;HRSCAF=381	unplaced-scaffold	na	na	AAIY03000107.1	=	NW_022104002.1	Primary Assembly	22747	na
ScPeMD7_105;HRSCAF=385	unplaced-scaffold	na	na	AAIY03000108.1	=	NW_022104003.1	Primary Assembly	271575	na
ScPeMD7_106;HRSCAF=387	unplaced-scaffold	na	na	AAIY03000109.1	=	NW_022104004.1	Primary Assembly	21086	na
ScPeMD7_107;HRSCAF=388	unplaced-scaffold	na	na	AAIY03000110.1	=	NW_022104005.1	Primary Assembly	20634	na
ScPeMD7_108;HRSCAF=389	unplaced-scaffold	na	na	AAIY03000111.1	=	NW_022104006.1	Primary Assembly	20150	na
ScPeMD7_109;HRSCAF=390	unplaced-scaffold	na	na	AAIY03000112.1	=	NW_022104007.1	Primary Assembly	20338	na
ScPeMD7_110;HRSCAF=392	unplaced-scaffold	na	na	AAIY03000113.1	=	NW_022104008.1	Primary Assembly	19667	na
ScPeMD7_111;HRSCAF=393	unplaced-scaffold	na	na	AAIY03000114.1	=	NW_022104009.1	Primary Assembly	19613	na
ScPeMD7_112;HRSCAF=394	unplaced-scaffold	na	na	AAIY03000115.1	=	NW_022104010.1	Primary Assembly	19459	na
ScPeMD7_113;HRSCAF=396	unplaced-scaffold	na	na	AAIY03000116.1	=	NW_022104011.1	Primary Assembly	19085	na
ScPeMD7_114;HRSCAF=397	unplaced-scaffold	na	na	AAIY03000117.1	=	NW_022104012.1	Primary Assembly	19181	na
ScPeMD7_115;HRSCAF=399	unplaced-scaffold	na	na	AAIY03000118.1	=	NW_022104013.1	Primary Assembly	19050	na
ScPeMD7_116;HRSCAF=400	unplaced-scaffold	na	na	AAIY03000119.1	=	NW_022104014.1	Primary Assembly	19018	na
ScPeMD7_117;HRSCAF=401	unplaced-scaffold	na	na	AAIY03000120.1	=	NW_022104015.1	Primary Assembly	18989	na
ScPeMD7_118;HRSCAF=409	unplaced-scaffold	na	na	AAIY03000121.1	=	NW_022104016.1	Primary Assembly	19724	na
ScPeMD7_119;HRSCAF=410	unplaced-scaffold	na	na	AAIY03000122.1	=	NW_022104017.1	Primary Assembly	18368	na
ScPeMD7_120;HRSCAF=411	unplaced-scaffold	na	na	AAIY03000123.1	=	NW_022104018.1	Primary Assembly	18170	na
ScPeMD7_121;HRSCAF=412	unplaced-scaffold	na	na	AAIY03000124.1	=	NW_022104019.1	Primary Assembly	17944	na
ScPeMD7_122;HRSCAF=415	unplaced-scaffold	na	na	AAIY03000125.1	=	NW_022104020.1	Primary Assembly	17886	na
ScPeMD7_123;HRSCAF=416	unplaced-scaffold	na	na	AAIY03000126.1	=	NW_022104021.1	Primary Assembly	17828	na
ScPeMD7_124;HRSCAF=417	unplaced-scaffold	na	na	AAIY03000127.1	=	NW_022104022.1	Primary Assembly	17785	na
ScPeMD7_125;HRSCAF=420	unplaced-scaffold	na	na	AAIY03000128.1	=	NW_022104023.1	Primary Assembly	17634	na
ScPeMD7_126;HRSCAF=422	unplaced-scaffold	na	na	AAIY03000129.1	=	NW_022104024.1	Primary Assembly	17581	na
ScPeMD7_127;HRSCAF=423	unplaced-scaffold	na	na	AAIY03000130.1	=	NW_022104025.1	Primary Assembly	17580	na
ScPeMD7_128;HRSCAF=424	unplaced-scaffold	na	na	AAIY03000131.1	=	NW_022104026.1	Primary Assembly	17536	na
ScPeMD7_129;HRSCAF=425	unplaced-scaffold	na	na	AAIY03000132.1	=	NW_022104027.1	Primary Assembly	17521	na
ScPeMD7_130;HRSCAF=427	unplaced-scaffold	na	na	AAIY03000133.1	=	NW_022104028.1	Primary Assembly	17455	na
ScPeMD7_131;HRSCAF=429	unplaced-scaffold	na	na	AAIY03000134.1	=	NW_022104029.1	Primary Assembly	17296	na
ScPeMD7_132;HRSCAF=430	unplaced-scaffold	na	na	AAIY03000135.1	=	NW_022104030.1	Primary Assembly	17264	na
ScPeMD7_133;HRSCAF=432	unplaced-scaffold	na	na	AAIY03000136.1	=	NW_022104031.1	Primary Assembly	17076	na
ScPeMD7_134;HRSCAF=433	unplaced-scaffold	na	na	AAIY03000137.1	=	NW_022104032.1	Primary Assembly	17074	na
ScPeMD7_135;HRSCAF=435	unplaced-scaffold	na	na	AAIY03000138.1	=	NW_022104033.1	Primary Assembly	17049	na
ScPeMD7_136;HRSCAF=436	unplaced-scaffold	na	na	AAIY03000139.1	=	NW_022104034.1	Primary Assembly	17049	na
ScPeMD7_137;HRSCAF=437	unplaced-scaffold	na	na	AAIY03000140.1	=	NW_022104035.1	Primary Assembly	16953	na
ScPeMD7_138;HRSCAF=439	unplaced-scaffold	na	na	AAIY03000141.1	=	NW_022104036.1	Primary Assembly	17150	na
ScPeMD7_139;HRSCAF=440	unplaced-scaffold	na	na	AAIY03000142.1	=	NW_022104037.1	Primary Assembly	16833	na
ScPeMD7_140;HRSCAF=443	unplaced-scaffold	na	na	AAIY03000143.1	=	NW_022104038.1	Primary Assembly	596325	na
ScPeMD7_141;HRSCAF=446	unplaced-scaffold	na	na	AAIY03000144.1	=	NW_022104039.1	Primary Assembly	16455	na
ScPeMD7_142;HRSCAF=447	unplaced-scaffold	na	na	AAIY03000145.1	=	NW_022104040.1	Primary Assembly	16366	na
ScPeMD7_143;HRSCAF=450	unplaced-scaffold	na	na	AAIY03000146.1	=	NW_022104041.1	Primary Assembly	16256	na
ScPeMD7_144;HRSCAF=452	unplaced-scaffold	na	na	AAIY03000147.1	=	NW_022104042.1	Primary Assembly	16156	na
ScPeMD7_145;HRSCAF=453	unplaced-scaffold	na	na	AAIY03000148.1	=	NW_022104043.1	Primary Assembly	16022	na
ScPeMD7_146;HRSCAF=454	unplaced-scaffold	na	na	AAIY03000149.1	=	NW_022104044.1	Primary Assembly	15980	na
ScPeMD7_147;HRSCAF=455	unplaced-scaffold	na	na	AAIY03000150.1	=	NW_022104045.1	Primary Assembly	16006	na
ScPeMD7_148;HRSCAF=457	unplaced-scaffold	na	na	AAIY03000151.1	=	NW_022104046.1	Primary Assembly	15962	na
ScPeMD7_149;HRSCAF=458	unplaced-scaffold	na	na	AAIY03000152.1	=	NW_022104047.1	Primary Assembly	15882	na
ScPeMD7_150;HRSCAF=460	unplaced-scaffold	na	na	AAIY03000153.1	=	NW_022104048.1	Primary Assembly	17815	na
ScPeMD7_151;HRSCAF=461	unplaced-scaffold	na	na	AAIY03000154.1	=	NW_022104049.1	Primary Assembly	15849	na
ScPeMD7_152;HRSCAF=462	unplaced-scaffold	na	na	AAIY03000155.1	=	NW_022104050.1	Primary Assembly	15524	na
ScPeMD7_153;HRSCAF=464	unplaced-scaffold	na	na	AAIY03000156.1	=	NW_022104051.1	Primary Assembly	15600	na
ScPeMD7_154;HRSCAF=468	unplaced-scaffold	na	na	AAIY03000157.1	=	NW_022104052.1	Primary Assembly	15354	na
ScPeMD7_155;HRSCAF=469	unplaced-scaffold	na	na	AAIY03000158.1	=	NW_022104053.1	Primary Assembly	15343	na
ScPeMD7_156;HRSCAF=470	unplaced-scaffold	na	na	AAIY03000159.1	=	NW_022104054.1	Primary Assembly	15250	na
ScPeMD7_157;HRSCAF=471	unplaced-scaffold	na	na	AAIY03000160.1	=	NW_022104055.1	Primary Assembly	15467	na
ScPeMD7_158;HRSCAF=472	unplaced-scaffold	na	na	AAIY03000161.1	=	NW_022104056.1	Primary Assembly	15217	na
ScPeMD7_159;HRSCAF=473	unplaced-scaffold	na	na	AAIY03000162.1	=	NW_022104057.1	Primary Assembly	15075	na
ScPeMD7_160;HRSCAF=474	unplaced-scaffold	na	na	AAIY03000163.1	=	NW_022104058.1	Primary Assembly	14984	na
ScPeMD7_161;HRSCAF=475	unplaced-scaffold	na	na	AAIY03000164.1	=	NW_022104059.1	Primary Assembly	15011	na
ScPeMD7_162;HRSCAF=477	unplaced-scaffold	na	na	AAIY03000165.1	=	NW_022104060.1	Primary Assembly	14758	na
ScPeMD7_163;HRSCAF=478	unplaced-scaffold	na	na	AAIY03000166.1	=	NW_022104061.1	Primary Assembly	14731	na
ScPeMD7_164;HRSCAF=479	unplaced-scaffold	na	na	AAIY03000167.1	=	NW_022104062.1	Primary Assembly	14899	na
ScPeMD7_165;HRSCAF=481	unplaced-scaffold	na	na	AAIY03000168.1	=	NW_022104063.1	Primary Assembly	14745	na
ScPeMD7_166;HRSCAF=483	unplaced-scaffold	na	na	AAIY03000169.1	=	NW_022104064.1	Primary Assembly	14649	na
ScPeMD7_167;HRSCAF=485	unplaced-scaffold	na	na	AAIY03000170.1	=	NW_022104065.1	Primary Assembly	14578	na
ScPeMD7_168;HRSCAF=486	unplaced-scaffold	na	na	AAIY03000171.1	=	NW_022104066.1	Primary Assembly	14775	na
ScPeMD7_169;HRSCAF=487	unplaced-scaffold	na	na	AAIY03000172.1	=	NW_022104067.1	Primary Assembly	14471	na
ScPeMD7_170;HRSCAF=488	unplaced-scaffold	na	na	AAIY03000173.1	=	NW_022104068.1	Primary Assembly	14633	na
ScPeMD7_171;HRSCAF=489	unplaced-scaffold	na	na	AAIY03000174.1	=	NW_022104069.1	Primary Assembly	14513	na
ScPeMD7_172;HRSCAF=490	unplaced-scaffold	na	na	AAIY03000175.1	=	NW_022104070.1	Primary Assembly	14401	na
ScPeMD7_173;HRSCAF=491	unplaced-scaffold	na	na	AAIY03000176.1	=	NW_022104071.1	Primary Assembly	14422	na
ScPeMD7_174;HRSCAF=493	unplaced-scaffold	na	na	AAIY03000177.1	=	NW_022104072.1	Primary Assembly	14288	na
ScPeMD7_175;HRSCAF=495	unplaced-scaffold	na	na	AAIY03000178.1	=	NW_022104073.1	Primary Assembly	14265	na
ScPeMD7_176;HRSCAF=496	unplaced-scaffold	na	na	AAIY03000179.1	=	NW_022104074.1	Primary Assembly	14194	na
ScPeMD7_177;HRSCAF=497	unplaced-scaffold	na	na	AAIY03000180.1	=	NW_022104075.1	Primary Assembly	14118	na
ScPeMD7_178;HRSCAF=500	unplaced-scaffold	na	na	AAIY03000181.1	=	NW_022104076.1	Primary Assembly	14102	na
ScPeMD7_179;HRSCAF=502	unplaced-scaffold	na	na	AAIY03000182.1	=	NW_022104077.1	Primary Assembly	13910	na
ScPeMD7_180;HRSCAF=503	unplaced-scaffold	na	na	AAIY03000183.1	=	NW_022104078.1	Primary Assembly	40322	na
ScPeMD7_181;HRSCAF=505	unplaced-scaffold	na	na	AAIY03000184.1	=	NW_022104079.1	Primary Assembly	13945	na
ScPeMD7_182;HRSCAF=506	unplaced-scaffold	na	na	AAIY03000185.1	=	NW_022104080.1	Primary Assembly	13943	na
ScPeMD7_183;HRSCAF=507	unplaced-scaffold	na	na	AAIY03000186.1	=	NW_022104081.1	Primary Assembly	14119	na
ScPeMD7_184;HRSCAF=509	unplaced-scaffold	na	na	AAIY03000187.1	=	NW_022104082.1	Primary Assembly	14296	na
ScPeMD7_185;HRSCAF=510	unplaced-scaffold	na	na	AAIY03000188.1	=	NW_022104083.1	Primary Assembly	13842	na
ScPeMD7_186;HRSCAF=512	unplaced-scaffold	na	na	AAIY03000189.1	=	NW_022104084.1	Primary Assembly	13815	na
