# Assembly name:  OryCun2.0
# Organism name:  Oryctolagus cuniculus (rabbit)
# Infraspecific name:  breed=Thorbecke inbred
# Sex:  female
# Taxid:          9986
# BioSample:      SAMN02953624
# BioProject:     PRJNA12819
# Submitter:      The Broad Institute of MIT and Harvard
# Date:           2009-10-20
# Synonyms:       oryCun2	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AAGW02
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003625.1
# RefSeq assembly accession: GCF_000003625.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000003635.1	GCF_000003635.2	Primary Assembly
## 	GCF_000004745.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn0652	unplaced-scaffold	na	na	AAGW02079674.1	=	NW_003159976.1	Primary Assembly	76269	chrUn0652
chrUn0657	unplaced-scaffold	na	na	AAGW02079688.1	=	NW_003159981.1	Primary Assembly	74942	chrUn0657
chrUn0661	unplaced-scaffold	na	na	AAGW02079709.1	=	NW_003159985.1	Primary Assembly	73507	chrUn0661
chrUn0669	unplaced-scaffold	na	na	AAGW02079742.1	=	NW_003159993.1	Primary Assembly	71839	chrUn0669
chrUn0682	unplaced-scaffold	na	na	AAGW02079814.1	=	NW_003160006.1	Primary Assembly	69345	chrUn0682
chrUn0690	unplaced-scaffold	na	na	AAGW02079860.1	=	NW_003160014.1	Primary Assembly	66837	chrUn0690
chrUn0700	unplaced-scaffold	na	na	AAGW02079913.1	=	NW_003160024.1	Primary Assembly	65376	chrUn0700
chrUn0710	unplaced-scaffold	na	na	AAGW02079954.1	=	NW_003160034.1	Primary Assembly	64289	chrUn0710
chrUn0718	unplaced-scaffold	na	na	AAGW02079977.1	=	NW_003160042.1	Primary Assembly	63113	chrUn0718
chrUn0725	unplaced-scaffold	na	na	AAGW02079997.1	=	NW_003160049.1	Primary Assembly	61654	chrUn0725
chrUn0736	unplaced-scaffold	na	na	AAGW02080057.1	=	NW_003160060.1	Primary Assembly	59892	chrUn0736
chrUn0740	unplaced-scaffold	na	na	AAGW02080074.1	=	NW_003160064.1	Primary Assembly	59322	chrUn0740
chrUn0744	unplaced-scaffold	na	na	AAGW02080085.1	=	NW_003160068.1	Primary Assembly	58743	chrUn0744
chrUn0747	unplaced-scaffold	na	na	AAGW02080094.1	=	NW_003160071.1	Primary Assembly	58007	chrUn0747
chrUn0750	unplaced-scaffold	na	na	AAGW02080103.1	=	NW_003160074.1	Primary Assembly	57722	chrUn0750
chrUn0763	unplaced-scaffold	na	na	AAGW02080168.1	=	NW_003160087.1	Primary Assembly	56471	chrUn0763
chrUn0772	unplaced-scaffold	na	na	AAGW02080217.1	=	NW_003160096.1	Primary Assembly	55846	chrUn0772
chrUn0773	unplaced-scaffold	na	na	AAGW02080218.1	=	NW_003160097.1	Primary Assembly	55830	chrUn0773
chrUn0776	unplaced-scaffold	na	na	AAGW02080234.1	=	NW_003160100.1	Primary Assembly	55516	chrUn0776
chrUn0778	unplaced-scaffold	na	na	AAGW02080240.1	=	NW_003160102.1	Primary Assembly	55465	chrUn0778
chrUn0780	unplaced-scaffold	na	na	AAGW02080250.1	=	NW_003160104.1	Primary Assembly	55319	chrUn0780
chrUn0795	unplaced-scaffold	na	na	AAGW02080326.1	=	NW_003160119.1	Primary Assembly	54301	chrUn0795
chrUn0796	unplaced-scaffold	na	na	AAGW02080327.1	=	NW_003160120.1	Primary Assembly	54137	chrUn0796
chrUn0808	unplaced-scaffold	na	na	AAGW02080385.1	=	NW_003160132.1	Primary Assembly	53235	chrUn0808
chrUn0817	unplaced-scaffold	na	na	AAGW02080430.1	=	NW_003160141.1	Primary Assembly	52004	chrUn0817
chrUn0820	unplaced-scaffold	na	na	AAGW02080442.1	=	NW_003160144.1	Primary Assembly	51453	chrUn0820
chrUn0830	unplaced-scaffold	na	na	AAGW02080481.1	=	NW_003160154.1	Primary Assembly	50381	chrUn0830
chrUn0836	unplaced-scaffold	na	na	AAGW02080504.1	=	NW_003160160.1	Primary Assembly	49455	chrUn0836
chrUn0841	unplaced-scaffold	na	na	AAGW02080516.1	=	NW_003160165.1	Primary Assembly	49206	chrUn0841
chrUn0842	unplaced-scaffold	na	na	AAGW02080517.1	=	NW_003160166.1	Primary Assembly	49094	chrUn0842
chrUn0848	unplaced-scaffold	na	na	AAGW02080545.1	=	NW_003160172.1	Primary Assembly	48724	chrUn0848
chrUn0862	unplaced-scaffold	na	na	AAGW02080608.1	=	NW_003160186.1	Primary Assembly	47789	chrUn0862
chrUn0864	unplaced-scaffold	na	na	AAGW02080613.1	=	NW_003160188.1	Primary Assembly	47471	chrUn0864
chrUn0876	unplaced-scaffold	na	na	AAGW02080665.1	=	NW_003160200.1	Primary Assembly	46116	chrUn0876
chrUn0877	unplaced-scaffold	na	na	AAGW02080666.1	=	NW_003160201.1	Primary Assembly	46084	chrUn0877
chrUn0886	unplaced-scaffold	na	na	AAGW02080695.1	=	NW_003160210.1	Primary Assembly	45330	chrUn0886
chrUn0888	unplaced-scaffold	na	na	AAGW02080699.1	=	NW_003160212.1	Primary Assembly	45074	chrUn0888
chrUn0895	unplaced-scaffold	na	na	AAGW02080727.1	=	NW_003160219.1	Primary Assembly	44290	chrUn0895
chrUn0897	unplaced-scaffold	na	na	AAGW02080733.1	=	NW_003160221.1	Primary Assembly	44141	chrUn0897
chrUn0898	unplaced-scaffold	na	na	AAGW02080734.1	=	NW_003160222.1	Primary Assembly	44101	chrUn0898
chrUn0899	unplaced-scaffold	na	na	AAGW02080735.1	=	NW_003160223.1	Primary Assembly	44066	chrUn0899
chrUn0904	unplaced-scaffold	na	na	AAGW02080755.1	=	NW_003160228.1	Primary Assembly	43757	chrUn0904
chrUn0907	unplaced-scaffold	na	na	AAGW02080764.1	=	NW_003160231.1	Primary Assembly	43386	chrUn0907
chrUn0909	unplaced-scaffold	na	na	AAGW02080770.1	=	NW_003160233.1	Primary Assembly	43350	chrUn0909
chrUn0915	unplaced-scaffold	na	na	AAGW02080787.1	=	NW_003160239.1	Primary Assembly	42686	chrUn0915
chrUn0917	unplaced-scaffold	na	na	AAGW02080790.1	=	NW_003160241.1	Primary Assembly	42511	chrUn0917
chrUn0918	unplaced-scaffold	na	na	AAGW02080791.1	=	NW_003160242.1	Primary Assembly	42430	chrUn0918
chrUn0927	unplaced-scaffold	na	na	AAGW02080820.1	=	NW_003160251.1	Primary Assembly	42064	chrUn0927
chrUn0928	unplaced-scaffold	na	na	AAGW02080821.1	=	NW_003160252.1	Primary Assembly	41997	chrUn0928
chrUn0931	unplaced-scaffold	na	na	AAGW02080826.1	=	NW_003160255.1	Primary Assembly	41612	chrUn0931
chrUn0934	unplaced-scaffold	na	na	AAGW02080834.1	=	NW_003160258.1	Primary Assembly	41537	chrUn0934
chrUn0936	unplaced-scaffold	na	na	AAGW02080837.1	=	NW_003160260.1	Primary Assembly	41240	chrUn0936
chrUn0946	unplaced-scaffold	na	na	AAGW02080876.1	=	NW_003160270.1	Primary Assembly	40459	chrUn0946
chrUn0953	unplaced-scaffold	na	na	AAGW02080908.1	=	NW_003160277.1	Primary Assembly	40274	chrUn0953
chrUn0961	unplaced-scaffold	na	na	AAGW02080938.1	=	NW_003160285.1	Primary Assembly	39757	chrUn0961
chrUn0963	unplaced-scaffold	na	na	AAGW02080941.1	=	NW_003160287.1	Primary Assembly	39686	chrUn0963
chrUn0966	unplaced-scaffold	na	na	AAGW02080952.1	=	NW_003160290.1	Primary Assembly	39526	chrUn0966
chrUn0969	unplaced-scaffold	na	na	AAGW02080961.1	=	NW_003160293.1	Primary Assembly	39408	chrUn0969
chrUn0971	unplaced-scaffold	na	na	AAGW02080967.1	=	NW_003160295.1	Primary Assembly	39254	chrUn0971
chrUn0973	unplaced-scaffold	na	na	AAGW02080975.1	=	NW_003160297.1	Primary Assembly	38900	chrUn0973
chrUn0976	unplaced-scaffold	na	na	AAGW02080980.1	=	NW_003160300.1	Primary Assembly	38241	chrUn0976
chrUn0982	unplaced-scaffold	na	na	AAGW02080998.1	=	NW_003160306.1	Primary Assembly	37816	chrUn0982
chrUn0987	unplaced-scaffold	na	na	AAGW02081012.1	=	NW_003160311.1	Primary Assembly	37182	chrUn0987
chrUn0988	unplaced-scaffold	na	na	AAGW02081013.1	=	NW_003160312.1	Primary Assembly	37143	chrUn0988
chrUn1002	unplaced-scaffold	na	na	AAGW02081081.1	=	NW_003160326.1	Primary Assembly	35884	chrUn1002
chrUn1010	unplaced-scaffold	na	na	AAGW02081108.1	=	NW_003160334.1	Primary Assembly	34932	chrUn1010
chrUn1014	unplaced-scaffold	na	na	AAGW02081119.1	=	NW_003160338.1	Primary Assembly	34602	chrUn1014
chrUn1016	unplaced-scaffold	na	na	AAGW02081122.1	=	NW_003160340.1	Primary Assembly	34484	chrUn1016
chrUn1017	unplaced-scaffold	na	na	AAGW02081123.1	=	NW_003160341.1	Primary Assembly	34482	chrUn1017
chrUn1021	unplaced-scaffold	na	na	AAGW02081136.1	=	NW_003160345.1	Primary Assembly	34117	chrUn1021
chrUn1024	unplaced-scaffold	na	na	AAGW02081146.1	=	NW_003160348.1	Primary Assembly	33719	chrUn1024
chrUn1025	unplaced-scaffold	na	na	AAGW02081147.1	=	NW_003160349.1	Primary Assembly	33697	chrUn1025
chrUn1028	unplaced-scaffold	na	na	AAGW02081154.1	=	NW_003160352.1	Primary Assembly	33525	chrUn1028
chrUn1029	unplaced-scaffold	na	na	AAGW02081155.1	=	NW_003160353.1	Primary Assembly	33487	chrUn1029
chrUn1030	unplaced-scaffold	na	na	AAGW02081156.1	=	NW_003160354.1	Primary Assembly	33348	chrUn1030
chrUn1031	unplaced-scaffold	na	na	AAGW02081157.1	=	NW_003160355.1	Primary Assembly	33216	chrUn1031
chrUn1032	unplaced-scaffold	na	na	AAGW02081158.1	=	NW_003160356.1	Primary Assembly	33150	chrUn1032
chrUn1033	unplaced-scaffold	na	na	AAGW02081159.1	=	NW_003160357.1	Primary Assembly	33135	chrUn1033
chrUn1034	unplaced-scaffold	na	na	AAGW02081160.1	=	NW_003160358.1	Primary Assembly	33050	chrUn1034
chrUn1035	unplaced-scaffold	na	na	AAGW02081161.1	=	NW_003160359.1	Primary Assembly	33031	chrUn1035
chrUn1038	unplaced-scaffold	na	na	AAGW02081169.1	=	NW_003160362.1	Primary Assembly	32902	chrUn1038
chrUn1050	unplaced-scaffold	na	na	AAGW02081206.1	=	NW_003160374.1	Primary Assembly	32403	chrUn1050
chrUn1052	unplaced-scaffold	na	na	AAGW02081209.1	=	NW_003160376.1	Primary Assembly	32066	chrUn1052
chrUn1054	unplaced-scaffold	na	na	AAGW02081215.1	=	NW_003160378.1	Primary Assembly	31993	chrUn1054
chrUn1057	unplaced-scaffold	na	na	AAGW02081221.1	=	NW_003160381.1	Primary Assembly	31939	chrUn1057
chrUn1058	unplaced-scaffold	na	na	AAGW02081222.1	=	NW_003160382.1	Primary Assembly	31922	chrUn1058
chrUn1062	unplaced-scaffold	na	na	AAGW02081234.1	=	NW_003160386.1	Primary Assembly	31639	chrUn1062
chrUn1064	unplaced-scaffold	na	na	AAGW02081237.1	=	NW_003160388.1	Primary Assembly	31333	chrUn1064
chrUn1065	unplaced-scaffold	na	na	AAGW02081238.1	=	NW_003160389.1	Primary Assembly	31303	chrUn1065
chrUn1066	unplaced-scaffold	na	na	AAGW02081239.1	=	NW_003160390.1	Primary Assembly	31295	chrUn1066
chrUn1069	unplaced-scaffold	na	na	AAGW02081246.1	=	NW_003160393.1	Primary Assembly	31062	chrUn1069
chrUn1070	unplaced-scaffold	na	na	AAGW02081247.1	=	NW_003160394.1	Primary Assembly	31023	chrUn1070
chrUn1073	unplaced-scaffold	na	na	AAGW02081253.1	=	NW_003160397.1	Primary Assembly	30827	chrUn1073
chrUn1077	unplaced-scaffold	na	na	AAGW02081264.1	=	NW_003160401.1	Primary Assembly	30747	chrUn1077
chrUn1081	unplaced-scaffold	na	na	AAGW02081278.1	=	NW_003160405.1	Primary Assembly	30578	chrUn1081
chrUn1083	unplaced-scaffold	na	na	AAGW02081282.1	=	NW_003160407.1	Primary Assembly	30351	chrUn1083
chrUn1088	unplaced-scaffold	na	na	AAGW02081298.1	=	NW_003160412.1	Primary Assembly	29947	chrUn1088
chrUn1091	unplaced-scaffold	na	na	AAGW02081303.1	=	NW_003160415.1	Primary Assembly	29819	chrUn1091
chrUn1092	unplaced-scaffold	na	na	AAGW02081304.1	=	NW_003160416.1	Primary Assembly	29761	chrUn1092
chrUn1093	unplaced-scaffold	na	na	AAGW02081305.1	=	NW_003160417.1	Primary Assembly	29688	chrUn1093
chrUn1094	unplaced-scaffold	na	na	AAGW02081306.1	=	NW_003160418.1	Primary Assembly	29684	chrUn1094
chrUn1101	unplaced-scaffold	na	na	AAGW02081327.1	=	NW_003160425.1	Primary Assembly	29459	chrUn1101
chrUn1104	unplaced-scaffold	na	na	AAGW02081335.1	=	NW_003160428.1	Primary Assembly	29261	chrUn1104
chrUn1105	unplaced-scaffold	na	na	AAGW02081336.1	=	NW_003160429.1	Primary Assembly	29119	chrUn1105
chrUn1106	unplaced-scaffold	na	na	AAGW02081337.1	=	NW_003160430.1	Primary Assembly	29036	chrUn1106
chrUn1108	unplaced-scaffold	na	na	AAGW02081341.1	=	NW_003160432.1	Primary Assembly	28969	chrUn1108
chrUn1111	unplaced-scaffold	na	na	AAGW02081354.1	=	NW_003160435.1	Primary Assembly	28920	chrUn1111
chrUn1114	unplaced-scaffold	na	na	AAGW02081359.1	=	NW_003160438.1	Primary Assembly	28761	chrUn1114
chrUn1116	unplaced-scaffold	na	na	AAGW02081364.1	=	NW_003160440.1	Primary Assembly	28705	chrUn1116
chrUn1118	unplaced-scaffold	na	na	AAGW02081368.1	=	NW_003160442.1	Primary Assembly	28660	chrUn1118
chrUn1127	unplaced-scaffold	na	na	AAGW02081395.1	=	NW_003160451.1	Primary Assembly	28241	chrUn1127
chrUn1130	unplaced-scaffold	na	na	AAGW02081400.1	=	NW_003160454.1	Primary Assembly	27955	chrUn1130
chrUn1131	unplaced-scaffold	na	na	AAGW02081401.1	=	NW_003160455.1	Primary Assembly	27942	chrUn1131
chrUn1134	unplaced-scaffold	na	na	AAGW02081405.1	=	NW_003160457.1	Primary Assembly	27663	chrUn1134
chrUn1135	unplaced-scaffold	na	na	AAGW02081406.1	=	NW_003160458.1	Primary Assembly	27642	chrUn1135
chrUn1137	unplaced-scaffold	na	na	AAGW02081411.1	=	NW_003160460.1	Primary Assembly	27532	chrUn1137
chrUn1138	unplaced-scaffold	na	na	AAGW02081412.1	=	NW_003160461.1	Primary Assembly	27526	chrUn1138
chrUn1141	unplaced-scaffold	na	na	AAGW02081422.1	=	NW_003160464.1	Primary Assembly	27376	chrUn1141
chrUn1143	unplaced-scaffold	na	na	AAGW02081425.1	=	NW_003160466.1	Primary Assembly	27317	chrUn1143
chrUn1148	unplaced-scaffold	na	na	AAGW02081438.1	=	NW_003160471.1	Primary Assembly	27097	chrUn1148
chrUn1154	unplaced-scaffold	na	na	AAGW02081456.1	=	NW_003160477.1	Primary Assembly	26896	chrUn1154
chrUn1159	unplaced-scaffold	na	na	AAGW02081469.1	=	NW_003160482.1	Primary Assembly	26680	chrUn1159
chrUn1161	unplaced-scaffold	na	na	AAGW02081473.1	=	NW_003160484.1	Primary Assembly	26583	chrUn1161
chrUn1163	unplaced-scaffold	na	na	AAGW02081479.1	=	NW_003160486.1	Primary Assembly	26405	chrUn1163
chrUn1164	unplaced-scaffold	na	na	AAGW02081480.1	=	NW_003160487.1	Primary Assembly	26398	chrUn1164
chrUn1165	unplaced-scaffold	na	na	AAGW02081481.1	=	NW_003160488.1	Primary Assembly	26392	chrUn1165
chrUn1166	unplaced-scaffold	na	na	AAGW02081482.1	=	NW_003160489.1	Primary Assembly	26328	chrUn1166
chrUn1168	unplaced-scaffold	na	na	AAGW02081485.1	=	NW_003160491.1	Primary Assembly	26298	chrUn1168
chrUn1169	unplaced-scaffold	na	na	AAGW02081486.1	=	NW_003160492.1	Primary Assembly	26292	chrUn1169
chrUn1172	unplaced-scaffold	na	na	AAGW02081491.1	=	NW_003160495.1	Primary Assembly	26274	chrUn1172
chrUn1174	unplaced-scaffold	na	na	AAGW02081494.1	=	NW_003160497.1	Primary Assembly	26205	chrUn1174
chrUn1175	unplaced-scaffold	na	na	AAGW02081495.1	=	NW_003160498.1	Primary Assembly	26182	chrUn1175
chrUn1176	unplaced-scaffold	na	na	AAGW02081496.1	=	NW_003160499.1	Primary Assembly	26151	chrUn1176
chrUn1178	unplaced-scaffold	na	na	AAGW02081500.1	=	NW_003160501.1	Primary Assembly	26067	chrUn1178
chrUn1180	unplaced-scaffold	na	na	AAGW02081504.1	=	NW_003160503.1	Primary Assembly	25866	chrUn1180
chrUn1182	unplaced-scaffold	na	na	AAGW02081508.1	=	NW_003160505.1	Primary Assembly	25718	chrUn1182
chrUn1187	unplaced-scaffold	na	na	AAGW02081520.1	=	NW_003160510.1	Primary Assembly	25538	chrUn1187
chrUn1196	unplaced-scaffold	na	na	AAGW02081549.1	=	NW_003160519.1	Primary Assembly	25232	chrUn1196
chrUn1197	unplaced-scaffold	na	na	AAGW02081550.1	=	NW_003160520.1	Primary Assembly	25213	chrUn1197
chrUn1203	unplaced-scaffold	na	na	AAGW02081566.1	=	NW_003160526.1	Primary Assembly	25053	chrUn1203
chrUn1207	unplaced-scaffold	na	na	AAGW02081576.1	=	NW_003160530.1	Primary Assembly	24954	chrUn1207
chrUn1208	unplaced-scaffold	na	na	AAGW02081577.1	=	NW_003160531.1	Primary Assembly	24902	chrUn1208
chrUn1209	unplaced-scaffold	na	na	AAGW02081578.1	=	NW_003160532.1	Primary Assembly	24887	chrUn1209
chrUn1211	unplaced-scaffold	na	na	AAGW02081581.1	=	NW_003160534.1	Primary Assembly	24796	chrUn1211
chrUn1212	unplaced-scaffold	na	na	AAGW02081582.1	=	NW_003160535.1	Primary Assembly	24765	chrUn1212
chrUn1217	unplaced-scaffold	na	na	AAGW02081593.1	=	NW_003160540.1	Primary Assembly	24618	chrUn1217
chrUn1218	unplaced-scaffold	na	na	AAGW02081594.1	=	NW_003160541.1	Primary Assembly	24576	chrUn1218
chrUn1221	unplaced-scaffold	na	na	AAGW02081600.1	=	NW_003160544.1	Primary Assembly	24390	chrUn1221
chrUn1222	unplaced-scaffold	na	na	AAGW02081601.1	=	NW_003160545.1	Primary Assembly	24281	chrUn1222
chrUn1225	unplaced-scaffold	na	na	AAGW02081606.1	=	NW_003160548.1	Primary Assembly	24198	chrUn1225
chrUn1226	unplaced-scaffold	na	na	AAGW02081607.1	=	NW_003160549.1	Primary Assembly	24147	chrUn1226
chrUn1229	unplaced-scaffold	na	na	AAGW02081616.1	=	NW_003160552.1	Primary Assembly	23927	chrUn1229
chrUn1230	unplaced-scaffold	na	na	AAGW02081617.1	=	NW_003160553.1	Primary Assembly	23881	chrUn1230
chrUn1231	unplaced-scaffold	na	na	AAGW02081618.1	=	NW_003160554.1	Primary Assembly	23867	chrUn1231
chrUn1234	unplaced-scaffold	na	na	AAGW02081624.1	=	NW_003160557.1	Primary Assembly	23690	chrUn1234
chrUn1236	unplaced-scaffold	na	na	AAGW02081629.1	=	NW_003160559.1	Primary Assembly	23667	chrUn1236
chrUn1239	unplaced-scaffold	na	na	AAGW02081636.1	=	NW_003160562.1	Primary Assembly	23513	chrUn1239
chrUn1240	unplaced-scaffold	na	na	AAGW02081637.1	=	NW_003160563.1	Primary Assembly	23500	chrUn1240
chrUn1241	unplaced-scaffold	na	na	AAGW02081638.1	=	NW_003160564.1	Primary Assembly	23454	chrUn1241
chrUn1247	unplaced-scaffold	na	na	AAGW02081653.1	=	NW_003160570.1	Primary Assembly	23307	chrUn1247
chrUn1257	unplaced-scaffold	na	na	AAGW02081676.1	=	NW_003160580.1	Primary Assembly	22997	chrUn1257
chrUn1260	unplaced-scaffold	na	na	AAGW02081684.1	=	NW_003160583.1	Primary Assembly	22891	chrUn1260
chrUn1261	unplaced-scaffold	na	na	AAGW02081685.1	=	NW_003160584.1	Primary Assembly	22891	chrUn1261
chrUn1262	unplaced-scaffold	na	na	AAGW02081686.1	=	NW_003160585.1	Primary Assembly	22879	chrUn1262
chrUn1264	unplaced-scaffold	na	na	AAGW02081690.1	=	NW_003160587.1	Primary Assembly	22846	chrUn1264
chrUn1265	unplaced-scaffold	na	na	AAGW02081691.1	=	NW_003160588.1	Primary Assembly	22820	chrUn1265
chrUn1267	unplaced-scaffold	na	na	AAGW02081694.1	=	NW_003160590.1	Primary Assembly	22763	chrUn1267
