# Assembly name:  MonDom5
# Organism name:  Monodelphis domestica (gray short-tailed opossum)
# Taxid:          13616
# BioSample:      SAMN02953611
# BioProject:     PRJNA12561
# Submitter:      The Genome Sequencing Platform, The Genome Assembly Team
# Date:           2007-01-25
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AAFR03
# RefSeq category: Representative Genome
# RefSeq assembly accession: GCF_000002295.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## 	GCF_000000155.1	Primary Assembly
## 	GCF_000184265.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn_v05.000833	unplaced-scaffold	na	na	na	<>	NW_001582045.1	Primary Assembly	15369	na
chrUn_v05.000834	unplaced-scaffold	na	na	na	<>	NW_001582046.1	Primary Assembly	15036	na
chrUn_v05.000835	unplaced-scaffold	na	na	na	<>	NW_001582047.1	Primary Assembly	15030	na
chrUn_v05.000836	unplaced-scaffold	na	na	na	<>	NW_001582048.1	Primary Assembly	15024	na
chrUn_v05.000837	unplaced-scaffold	na	na	na	<>	NW_001582049.1	Primary Assembly	15024	na
chrUn_v05.000838	unplaced-scaffold	na	na	na	<>	NW_001582050.1	Primary Assembly	15019	na
chrUn_v05.000839	unplaced-scaffold	na	na	na	<>	NW_001582051.1	Primary Assembly	14987	na
chrUn_v05.000840	unplaced-scaffold	na	na	na	<>	NW_001582052.1	Primary Assembly	14990	na
chrUn_v05.000841	unplaced-scaffold	na	na	na	<>	NW_001582053.1	Primary Assembly	45108	na
chrUn_v05.000842	unplaced-scaffold	na	na	na	<>	NW_001582054.1	Primary Assembly	14942	na
chrUn_v05.000843	unplaced-scaffold	na	na	na	<>	NW_001582055.1	Primary Assembly	14938	na
chrUn_v05.000844	unplaced-scaffold	na	na	na	<>	NW_001582056.1	Primary Assembly	14934	na
chrUn_v05.000845	unplaced-scaffold	na	na	na	<>	NW_001582057.1	Primary Assembly	14917	na
chrUn_v05.000846	unplaced-scaffold	na	na	na	<>	NW_001582058.1	Primary Assembly	14910	na
chrUn_v05.000847	unplaced-scaffold	na	na	na	<>	NW_001582059.1	Primary Assembly	15468	na
chrUn_v05.000848	unplaced-scaffold	na	na	na	<>	NW_001582060.1	Primary Assembly	15734	na
chrUn_v05.000849	unplaced-scaffold	na	na	na	<>	NW_001582061.1	Primary Assembly	15354	na
chrUn_v05.000850	unplaced-scaffold	na	na	na	<>	NW_001582062.1	Primary Assembly	16389	na
chrUn_v05.000851	unplaced-scaffold	na	na	na	<>	NW_001582063.1	Primary Assembly	15020	na
chrUn_v05.000852	unplaced-scaffold	na	na	na	<>	NW_001582064.1	Primary Assembly	14834	na
chrUn_v05.000853	unplaced-scaffold	na	na	na	<>	NW_001582065.1	Primary Assembly	15904	na
chrUn_v05.000854	unplaced-scaffold	na	na	na	<>	NW_001582066.1	Primary Assembly	14809	na
chrUn_v05.000855	unplaced-scaffold	na	na	na	<>	NW_001582067.1	Primary Assembly	16879	na
chrUn_v05.000856	unplaced-scaffold	na	na	na	<>	NW_001582068.1	Primary Assembly	14983	na
chrUn_v05.000857	unplaced-scaffold	na	na	na	<>	NW_001582069.1	Primary Assembly	14796	na
chrUn_v05.000858	unplaced-scaffold	na	na	na	<>	NW_001582070.1	Primary Assembly	16880	na
chrUn_v05.000860	unplaced-scaffold	na	na	na	<>	NW_001582071.1	Primary Assembly	14782	na
chrUn_v05.000861	unplaced-scaffold	na	na	na	<>	NW_001582072.1	Primary Assembly	14762	na
chrUn_v05.000862	unplaced-scaffold	na	na	na	<>	NW_001582073.1	Primary Assembly	14748	na
chrUn_v05.000863	unplaced-scaffold	na	na	na	<>	NW_001582074.1	Primary Assembly	14738	na
chrUn_v05.000864	unplaced-scaffold	na	na	na	<>	NW_001582075.1	Primary Assembly	16722	na
chrUn_v05.000865	unplaced-scaffold	na	na	na	<>	NW_001582076.1	Primary Assembly	14720	na
chrUn_v05.000866	unplaced-scaffold	na	na	na	<>	NW_001582077.1	Primary Assembly	18913	na
chrUn_v05.000867	unplaced-scaffold	na	na	na	<>	NW_001582078.1	Primary Assembly	14688	na
chrUn_v05.000868	unplaced-scaffold	na	na	na	<>	NW_001582079.1	Primary Assembly	14979	na
chrUn_v05.000869	unplaced-scaffold	na	na	na	<>	NW_001582080.1	Primary Assembly	14666	na
chrUn_v05.000870	unplaced-scaffold	na	na	na	<>	NW_001582081.1	Primary Assembly	15512	na
chrUn_v05.000871	unplaced-scaffold	na	na	na	<>	NW_001582082.1	Primary Assembly	14650	na
chrUn_v05.000872	unplaced-scaffold	na	na	na	<>	NW_001582083.1	Primary Assembly	14639	na
chrUn_v05.000873	unplaced-scaffold	na	na	na	<>	NW_001582084.1	Primary Assembly	14625	na
chrUn_v05.000874	unplaced-scaffold	na	na	na	<>	NW_001582085.1	Primary Assembly	14606	na
chrUn_v05.000875	unplaced-scaffold	na	na	na	<>	NW_001582086.1	Primary Assembly	15714	na
chrUn_v05.000876	unplaced-scaffold	na	na	na	<>	NW_001582087.1	Primary Assembly	16446	na
chrUn_v05.000877	unplaced-scaffold	na	na	na	<>	NW_001582088.1	Primary Assembly	14571	na
chrUn_v05.000878	unplaced-scaffold	na	na	na	<>	NW_001582089.1	Primary Assembly	14569	na
chrUn_v05.000879	unplaced-scaffold	na	na	na	<>	NW_001582090.1	Primary Assembly	14554	na
chrUn_v05.000880	unplaced-scaffold	na	na	na	<>	NW_001582091.1	Primary Assembly	14666	na
chrUn_v05.000881	unplaced-scaffold	na	na	na	<>	NW_001582092.1	Primary Assembly	15395	na
chrUn_v05.000882	unplaced-scaffold	na	na	na	<>	NW_001582093.1	Primary Assembly	17777	na
chrUn_v05.000883	unplaced-scaffold	na	na	na	<>	NW_001582094.1	Primary Assembly	14495	na
chrUn_v05.000884	unplaced-scaffold	na	na	na	<>	NW_001582095.1	Primary Assembly	14482	na
chrUn_v05.000885	unplaced-scaffold	na	na	na	<>	NW_001582096.1	Primary Assembly	14482	na
chrUn_v05.000886	unplaced-scaffold	na	na	na	<>	NW_001582097.1	Primary Assembly	14480	na
chrUn_v05.000887	unplaced-scaffold	na	na	na	<>	NW_001582098.1	Primary Assembly	14466	na
chrUn_v05.000888	unplaced-scaffold	na	na	na	<>	NW_001582099.1	Primary Assembly	14465	na
chrUn_v05.000889	unplaced-scaffold	na	na	na	<>	NW_001582100.1	Primary Assembly	14462	na
chrUn_v05.000890	unplaced-scaffold	na	na	na	<>	NW_001582101.1	Primary Assembly	14445	na
chrUn_v05.000891	unplaced-scaffold	na	na	na	<>	NW_001582102.1	Primary Assembly	14441	na
chrUn_v05.000892	unplaced-scaffold	na	na	na	<>	NW_001582103.1	Primary Assembly	14436	na
chrUn_v05.000893	unplaced-scaffold	na	na	na	<>	NW_001582104.1	Primary Assembly	14403	na
chrUn_v05.000894	unplaced-scaffold	na	na	na	<>	NW_001582105.1	Primary Assembly	14388	na
chrUn_v05.000895	unplaced-scaffold	na	na	na	<>	NW_001582106.1	Primary Assembly	16525	na
chrUn_v05.000896	unplaced-scaffold	na	na	na	<>	NW_001582107.1	Primary Assembly	14386	na
chrUn_v05.000897	unplaced-scaffold	na	na	na	<>	NW_001582108.1	Primary Assembly	18273	na
chrUn_v05.000898	unplaced-scaffold	na	na	na	<>	NW_001582109.1	Primary Assembly	17175	na
chrUn_v05.000899	unplaced-scaffold	na	na	na	<>	NW_001582110.1	Primary Assembly	14370	na
chrUn_v05.000900	unplaced-scaffold	na	na	na	<>	NW_001582111.1	Primary Assembly	16903	na
chrUn_v05.000901	unplaced-scaffold	na	na	na	<>	NW_001582112.1	Primary Assembly	17461	na
chrUn_v05.000902	unplaced-scaffold	na	na	na	<>	NW_001582113.1	Primary Assembly	14926	na
chrUn_v05.000903	unplaced-scaffold	na	na	na	<>	NW_001582114.1	Primary Assembly	14642	na
chrUn_v05.000904	unplaced-scaffold	na	na	na	<>	NW_001582115.1	Primary Assembly	14818	na
chrUn_v05.000905	unplaced-scaffold	na	na	na	<>	NW_001582116.1	Primary Assembly	14327	na
chrUn_v05.000906	unplaced-scaffold	na	na	na	<>	NW_001582117.1	Primary Assembly	14326	na
chrUn_v05.000907	unplaced-scaffold	na	na	na	<>	NW_001582118.1	Primary Assembly	14326	na
chrUn_v05.000908	unplaced-scaffold	na	na	na	<>	NW_001582119.1	Primary Assembly	14305	na
chrUn_v05.000909	unplaced-scaffold	na	na	na	<>	NW_001582120.1	Primary Assembly	15414	na
chrUn_v05.000910	unplaced-scaffold	na	na	na	<>	NW_001582121.1	Primary Assembly	14286	na
chrUn_v05.000911	unplaced-scaffold	na	na	na	<>	NW_001582122.1	Primary Assembly	14280	na
chrUn_v05.000912	unplaced-scaffold	na	na	na	<>	NW_001582123.1	Primary Assembly	14272	na
chrUn_v05.000913	unplaced-scaffold	na	na	na	<>	NW_001582124.1	Primary Assembly	14524	na
chrUn_v05.000914	unplaced-scaffold	na	na	na	<>	NW_001582125.1	Primary Assembly	14262	na
chrUn_v05.000915	unplaced-scaffold	na	na	na	<>	NW_001582126.1	Primary Assembly	14236	na
chrUn_v05.000916	unplaced-scaffold	na	na	na	<>	NW_001582127.1	Primary Assembly	17011	na
chrUn_v05.000917	unplaced-scaffold	na	na	na	<>	NW_001582128.1	Primary Assembly	14225	na
chrUn_v05.000918	unplaced-scaffold	na	na	na	<>	NW_001582129.1	Primary Assembly	14223	na
chrUn_v05.000919	unplaced-scaffold	na	na	na	<>	NW_001582130.1	Primary Assembly	14526	na
chrUn_v05.000920	unplaced-scaffold	na	na	na	<>	NW_001582131.1	Primary Assembly	15365	na
chrUn_v05.000921	unplaced-scaffold	na	na	na	<>	NW_001582132.1	Primary Assembly	14201	na
chrUn_v05.000922	unplaced-scaffold	na	na	na	<>	NW_001582133.1	Primary Assembly	16919	na
chrUn_v05.000923	unplaced-scaffold	na	na	na	<>	NW_001582134.1	Primary Assembly	16292	na
chrUn_v05.000924	unplaced-scaffold	na	na	na	<>	NW_001582135.1	Primary Assembly	14188	na
chrUn_v05.000925	unplaced-scaffold	na	na	na	<>	NW_001582136.1	Primary Assembly	14188	na
chrUn_v05.000926	unplaced-scaffold	na	na	na	<>	NW_001582137.1	Primary Assembly	14155	na
chrUn_v05.000927	unplaced-scaffold	na	na	na	<>	NW_001582138.1	Primary Assembly	14166	na
chrUn_v05.000929	unplaced-scaffold	na	na	na	<>	NW_001582139.1	Primary Assembly	18129	na
chrUn_v05.000930	unplaced-scaffold	na	na	na	<>	NW_001582140.1	Primary Assembly	14132	na
chrUn_v05.000931	unplaced-scaffold	na	na	na	<>	NW_001582141.1	Primary Assembly	14109	na
chrUn_v05.000932	unplaced-scaffold	na	na	na	<>	NW_001582142.1	Primary Assembly	14138	na
chrUn_v05.000933	unplaced-scaffold	na	na	na	<>	NW_001582143.1	Primary Assembly	14077	na
chrUn_v05.000934	unplaced-scaffold	na	na	na	<>	NW_001582144.1	Primary Assembly	14073	na
chrUn_v05.000935	unplaced-scaffold	na	na	na	<>	NW_001582145.1	Primary Assembly	14073	na
chrUn_v05.000936	unplaced-scaffold	na	na	na	<>	NW_001582146.1	Primary Assembly	14166	na
chrUn_v05.000937	unplaced-scaffold	na	na	na	<>	NW_001582147.1	Primary Assembly	14044	na
chrUn_v05.000938	unplaced-scaffold	na	na	na	<>	NW_001582148.1	Primary Assembly	14038	na
chrUn_v05.000939	unplaced-scaffold	na	na	na	<>	NW_001582149.1	Primary Assembly	14032	na
chrUn_v05.000940	unplaced-scaffold	na	na	na	<>	NW_001582150.1	Primary Assembly	15454	na
chrUn_v05.000941	unplaced-scaffold	na	na	na	<>	NW_001582151.1	Primary Assembly	15903	na
chrUn_v05.000942	unplaced-scaffold	na	na	na	<>	NW_001582152.1	Primary Assembly	13994	na
chrUn_v05.000943	unplaced-scaffold	na	na	na	<>	NW_001582153.1	Primary Assembly	15212	na
chrUn_v05.000944	unplaced-scaffold	na	na	na	<>	NW_001582154.1	Primary Assembly	13992	na
chrUn_v05.000945	unplaced-scaffold	na	na	na	<>	NW_001582155.1	Primary Assembly	13986	na
chrUn_v05.000946	unplaced-scaffold	na	na	na	<>	NW_001582156.1	Primary Assembly	13963	na
chrUn_v05.000947	unplaced-scaffold	na	na	na	<>	NW_001582157.1	Primary Assembly	14100	na
chrUn_v05.000948	unplaced-scaffold	na	na	na	<>	NW_001582158.1	Primary Assembly	13937	na
chrUn_v05.000949	unplaced-scaffold	na	na	na	<>	NW_001582159.1	Primary Assembly	16820	na
chrUn_v05.000950	unplaced-scaffold	na	na	na	<>	NW_001582160.1	Primary Assembly	13931	na
chrUn_v05.000951	unplaced-scaffold	na	na	na	<>	NW_001582161.1	Primary Assembly	14219	na
chrUn_v05.000952	unplaced-scaffold	na	na	na	<>	NW_001582162.1	Primary Assembly	14473	na
chrUn_v05.000953	unplaced-scaffold	na	na	na	<>	NW_001582163.1	Primary Assembly	13894	na
chrUn_v05.000954	unplaced-scaffold	na	na	na	<>	NW_001582164.1	Primary Assembly	13871	na
chrUn_v05.000955	unplaced-scaffold	na	na	na	<>	NW_001582165.1	Primary Assembly	15563	na
chrUn_v05.000956	unplaced-scaffold	na	na	na	<>	NW_001582166.1	Primary Assembly	13852	na
chrUn_v05.000957	unplaced-scaffold	na	na	na	<>	NW_001582167.1	Primary Assembly	13843	na
chrUn_v05.000958	unplaced-scaffold	na	na	na	<>	NW_001582168.1	Primary Assembly	13819	na
chrUn_v05.000959	unplaced-scaffold	na	na	na	<>	NW_001582169.1	Primary Assembly	14928	na
chrUn_v05.000960	unplaced-scaffold	na	na	na	<>	NW_001582170.1	Primary Assembly	13863	na
chrUn_v05.000961	unplaced-scaffold	na	na	na	<>	NW_001582171.1	Primary Assembly	13800	na
chrUn_v05.000962	unplaced-scaffold	na	na	na	<>	NW_001582172.1	Primary Assembly	15574	na
chrUn_v05.000963	unplaced-scaffold	na	na	na	<>	NW_001582173.1	Primary Assembly	17507	na
chrUn_v05.000964	unplaced-scaffold	na	na	na	<>	NW_001582174.1	Primary Assembly	14996	na
chrUn_v05.000965	unplaced-scaffold	na	na	na	<>	NW_001582175.1	Primary Assembly	13752	na
chrUn_v05.000966	unplaced-scaffold	na	na	na	<>	NW_001582176.1	Primary Assembly	13736	na
chrUn_v05.000967	unplaced-scaffold	na	na	na	<>	NW_001582177.1	Primary Assembly	13714	na
chrUn_v05.000968	unplaced-scaffold	na	na	na	<>	NW_001582178.1	Primary Assembly	13712	na
chrUn_v05.000969	unplaced-scaffold	na	na	na	<>	NW_001582179.1	Primary Assembly	13670	na
chrUn_v05.000970	unplaced-scaffold	na	na	na	<>	NW_001582180.1	Primary Assembly	13955	na
chrUn_v05.000971	unplaced-scaffold	na	na	na	<>	NW_001582181.1	Primary Assembly	13656	na
chrUn_v05.000972	unplaced-scaffold	na	na	na	<>	NW_001582182.1	Primary Assembly	13983	na
chrUn_v05.000973	unplaced-scaffold	na	na	na	<>	NW_001582183.1	Primary Assembly	13633	na
chrUn_v05.000975	unplaced-scaffold	na	na	na	<>	NW_001582184.1	Primary Assembly	13626	na
chrUn_v05.000976	unplaced-scaffold	na	na	na	<>	NW_001582185.1	Primary Assembly	13649	na
chrUn_v05.000977	unplaced-scaffold	na	na	na	<>	NW_001582186.1	Primary Assembly	13619	na
chrUn_v05.000978	unplaced-scaffold	na	na	na	<>	NW_001582187.1	Primary Assembly	13603	na
chrUn_v05.000979	unplaced-scaffold	na	na	na	<>	NW_001582188.1	Primary Assembly	14001	na
chrUn_v05.000980	unplaced-scaffold	na	na	na	<>	NW_001582189.1	Primary Assembly	13589	na
chrUn_v05.000981	unplaced-scaffold	na	na	na	<>	NW_001582190.1	Primary Assembly	13587	na
chrUn_v05.000982	unplaced-scaffold	na	na	na	<>	NW_001582191.1	Primary Assembly	13564	na
chrUn_v05.000983	unplaced-scaffold	na	na	na	<>	NW_001582192.1	Primary Assembly	13561	na
chrUn_v05.000984	unplaced-scaffold	na	na	na	<>	NW_001582193.1	Primary Assembly	13557	na
chrUn_v05.000985	unplaced-scaffold	na	na	na	<>	NW_001582194.1	Primary Assembly	13541	na
chrUn_v05.000986	unplaced-scaffold	na	na	na	<>	NW_001582195.1	Primary Assembly	13531	na
chrUn_v05.000987	unplaced-scaffold	na	na	na	<>	NW_001582196.1	Primary Assembly	13529	na
chrUn_v05.000988	unplaced-scaffold	na	na	na	<>	NW_001582197.1	Primary Assembly	13508	na
chrUn_v05.000989	unplaced-scaffold	na	na	na	<>	NW_001582198.1	Primary Assembly	13504	na
chrUn_v05.000990	unplaced-scaffold	na	na	na	<>	NW_001582199.1	Primary Assembly	17747	na
chrUn_v05.000991	unplaced-scaffold	na	na	na	<>	NW_001582200.1	Primary Assembly	13487	na
chrUn_v05.000992	unplaced-scaffold	na	na	na	<>	NW_001582201.1	Primary Assembly	13485	na
chrUn_v05.000993	unplaced-scaffold	na	na	na	<>	NW_001582202.1	Primary Assembly	13482	na
chrUn_v05.000994	unplaced-scaffold	na	na	na	<>	NW_001582203.1	Primary Assembly	13478	na
chrUn_v05.000995	unplaced-scaffold	na	na	na	<>	NW_001582204.1	Primary Assembly	13466	na
chrUn_v05.000996	unplaced-scaffold	na	na	na	<>	NW_001582205.1	Primary Assembly	13420	na
chrUn_v05.000997	unplaced-scaffold	na	na	na	<>	NW_001582206.1	Primary Assembly	13420	na
chrUn_v05.000998	unplaced-scaffold	na	na	na	<>	NW_001582207.1	Primary Assembly	13409	na
chrUn_v05.000999	unplaced-scaffold	na	na	na	<>	NW_001582208.1	Primary Assembly	13407	na
chrUn_v05.001000	unplaced-scaffold	na	na	na	<>	NW_001582209.1	Primary Assembly	13770	na
chrUn_v05.001001	unplaced-scaffold	na	na	na	<>	NW_001582210.1	Primary Assembly	13378	na
chrUn_v05.001002	unplaced-scaffold	na	na	na	<>	NW_001582211.1	Primary Assembly	13371	na
chrUn_v05.001003	unplaced-scaffold	na	na	na	<>	NW_001582212.1	Primary Assembly	13357	na
chrUn_v05.001005	unplaced-scaffold	na	na	na	<>	NW_001582213.1	Primary Assembly	13350	na
chrUn_v05.001006	unplaced-scaffold	na	na	na	<>	NW_001582214.1	Primary Assembly	13345	na
chrUn_v05.001007	unplaced-scaffold	na	na	na	<>	NW_001582215.1	Primary Assembly	13339	na
chrUn_v05.001008	unplaced-scaffold	na	na	na	<>	NW_001582216.1	Primary Assembly	13688	na
chrUn_v05.001010	unplaced-scaffold	na	na	na	<>	NW_001582217.1	Primary Assembly	15720	na
chrUn_v05.001011	unplaced-scaffold	na	na	na	<>	NW_001582218.1	Primary Assembly	16130	na
chrUn_v05.001012	unplaced-scaffold	na	na	na	<>	NW_001582219.1	Primary Assembly	13689	na
chrUn_v05.001013	unplaced-scaffold	na	na	na	<>	NW_001582220.1	Primary Assembly	13278	na
chrUn_v05.001014	unplaced-scaffold	na	na	na	<>	NW_001582221.1	Primary Assembly	13276	na
chrUn_v05.001015	unplaced-scaffold	na	na	na	<>	NW_001582222.1	Primary Assembly	13271	na
chrUn_v05.001016	unplaced-scaffold	na	na	na	<>	NW_001582223.1	Primary Assembly	13247	na
chrUn_v05.001017	unplaced-scaffold	na	na	na	<>	NW_001582224.1	Primary Assembly	13241	na
chrUn_v05.001018	unplaced-scaffold	na	na	na	<>	NW_001582225.1	Primary Assembly	13231	na
chrUn_v05.001019	unplaced-scaffold	na	na	na	<>	NW_001582226.1	Primary Assembly	13223	na
chrUn_v05.001020	unplaced-scaffold	na	na	na	<>	NW_001582227.1	Primary Assembly	13216	na
chrUn_v05.001021	unplaced-scaffold	na	na	na	<>	NW_001582228.1	Primary Assembly	14293	na
chrUn_v05.001022	unplaced-scaffold	na	na	na	<>	NW_001582229.1	Primary Assembly	14136	na
chrUn_v05.001023	unplaced-scaffold	na	na	na	<>	NW_001582230.1	Primary Assembly	13204	na
chrUn_v05.001024	unplaced-scaffold	na	na	na	<>	NW_001582231.1	Primary Assembly	13196	na
chrUn_v05.001025	unplaced-scaffold	na	na	na	<>	NW_001582232.1	Primary Assembly	13186	na
chrUn_v05.001026	unplaced-scaffold	na	na	na	<>	NW_001582233.1	Primary Assembly	17406	na
chrUn_v05.001027	unplaced-scaffold	na	na	na	<>	NW_001582234.1	Primary Assembly	13182	na
chrUn_v05.001028	unplaced-scaffold	na	na	na	<>	NW_001582235.1	Primary Assembly	13179	na
chrUn_v05.001029	unplaced-scaffold	na	na	na	<>	NW_001582236.1	Primary Assembly	13179	na
chrUn_v05.001030	unplaced-scaffold	na	na	na	<>	NW_001582237.1	Primary Assembly	17155	na
chrUn_v05.001031	unplaced-scaffold	na	na	na	<>	NW_001582238.1	Primary Assembly	13138	na
chrUn_v05.001032	unplaced-scaffold	na	na	na	<>	NW_001582239.1	Primary Assembly	13136	na
chrUn_v05.001033	unplaced-scaffold	na	na	na	<>	NW_001582240.1	Primary Assembly	13360	na
chrUn_v05.001034	unplaced-scaffold	na	na	na	<>	NW_001582241.1	Primary Assembly	14021	na
chrUn_v05.001035	unplaced-scaffold	na	na	na	<>	NW_001582242.1	Primary Assembly	40867	na
chrUn_v05.001036	unplaced-scaffold	na	na	na	<>	NW_001582243.1	Primary Assembly	13435	na
chrUn_v05.001037	unplaced-scaffold	na	na	na	<>	NW_001582244.1	Primary Assembly	13112	na
chrUn_v05.001038	unplaced-scaffold	na	na	na	<>	NW_001582245.1	Primary Assembly	13110	na
chrUn_v05.001039	unplaced-scaffold	na	na	na	<>	NW_001582246.1	Primary Assembly	16726	na
chrUn_v05.001040	unplaced-scaffold	na	na	na	<>	NW_001582247.1	Primary Assembly	13100	na
chrUn_v05.001041	unplaced-scaffold	na	na	na	<>	NW_001582248.1	Primary Assembly	13079	na
chrUn_v05.001042	unplaced-scaffold	na	na	na	<>	NW_001582249.1	Primary Assembly	13075	na
chrUn_v05.001043	unplaced-scaffold	na	na	na	<>	NW_001582250.1	Primary Assembly	13060	na
chrUn_v05.001044	unplaced-scaffold	na	na	na	<>	NW_001582251.1	Primary Assembly	19041	na
chrUn_v05.001045	unplaced-scaffold	na	na	na	<>	NW_001582252.1	Primary Assembly	13034	na
chrUn_v05.001046	unplaced-scaffold	na	na	na	<>	NW_001582253.1	Primary Assembly	13032	na
chrUn_v05.001047	unplaced-scaffold	na	na	na	<>	NW_001582254.1	Primary Assembly	13030	na
chrUn_v05.001048	unplaced-scaffold	na	na	na	<>	NW_001582255.1	Primary Assembly	13029	na
chrUn_v05.001049	unplaced-scaffold	na	na	na	<>	NW_001582256.1	Primary Assembly	13007	na
chrUn_v05.001050	unplaced-scaffold	na	na	na	<>	NW_001582257.1	Primary Assembly	14798	na
chrUn_v05.001051	unplaced-scaffold	na	na	na	<>	NW_001582258.1	Primary Assembly	12998	na
chrUn_v05.001052	unplaced-scaffold	na	na	na	<>	NW_001582259.1	Primary Assembly	13314	na
chrUn_v05.001053	unplaced-scaffold	na	na	na	<>	NW_001582260.1	Primary Assembly	12994	na
chrUn_v05.001054	unplaced-scaffold	na	na	na	<>	NW_001582261.1	Primary Assembly	12981	na
chrUn_v05.001055	unplaced-scaffold	na	na	na	<>	NW_001582262.1	Primary Assembly	13295	na
chrUn_v05.001056	unplaced-scaffold	na	na	na	<>	NW_001582263.1	Primary Assembly	13028	na
chrUn_v05.001057	unplaced-scaffold	na	na	na	<>	NW_001582264.1	Primary Assembly	13076	na
chrUn_v05.001058	unplaced-scaffold	na	na	na	<>	NW_001582265.1	Primary Assembly	15117	na
