,species,mirid,mirfam,chrom,start,end,strand,True_positive
48,Xenopus_tropicalis,Hsa-Mir-122,Mir-122,Chr1,201700035,201700092,-,False_chromo
49,Xenopus_tropicalis,Hsa-Mir-148-P3,Mir-148,Chr2,145583585,145583645,-,False_chromo
50,Xenopus_tropicalis,Hsa-Mir-196-P3,Mir-196,Chr6,42206905,42206963,-,False_chromo
51,Xenopus_tropicalis,Hsa-Mir-203-v2,Mir-203,Chr8,98866062,98866120,+,False_chromo
52,Xenopus_tropicalis,Hsa-Mir-34-P2b,Mir-34,Chr7,84110829,84110882,+,False_chromo
53,Xenopus_tropicalis,Hsa-Mir-199-P3-v2,Mir-199,Chr4,107415572,107415631,+,False_chromo
54,Xenopus_tropicalis,Hsa-Let-7-P2c2,Let-7,Chr3,52138735,52138811,-,False_chromo
55,Xenopus_tropicalis,Hsa-Mir-15-P1a,Mir-15,Chr2,149439770,149439828,-,False_chromo
56,Xenopus_tropicalis,Hsa-Mir-101-P1-v1,Mir-101,Chr4,84476487,84476542,+,False_chromo
57,Xenopus_tropicalis,Hsa-Mir-17-P1c,Mir-17,Chr3,144223311,144223370,+,False_chromo
58,Xenopus_tropicalis,Hsa-Mir-133-P2-v2,Mir-133,Chr6,108621920,108621979,-,False_chromo
59,Xenopus_tropicalis,Hsa-Mir-10-P2c,Mir-10,Chr2,27314090,27314148,+,False_chromo
60,Xenopus_tropicalis,Hsa-Mir-187,Mir-187,Chr6,66809843,66809898,-,False_chromo
61,Xenopus_tropicalis,Hsa-Let-7-P1a,Let-7,Chr7,120158072,120158138,-,False_chromo
62,Xenopus_tropicalis,Hsa-Mir-21,Mir-21,Chr2,91444448,91444506,+,False_chromo
63,Xenopus_tropicalis,Hsa-Mir-214-v1,Mir-214,Chr4,107420723,107420784,+,False_chromo
64,Xenopus_tropicalis,Hsa-Mir-30-P2b,Mir-30,Chr2,87868511,87868570,+,False_chromo
65,Xenopus_tropicalis,Hsa-Mir-133-P3-v2,Mir-133,Chr5,150317693,150317750,+,False_chromo
66,Xenopus_tropicalis,Hsa-Mir-142-v4,Mir-142,Chr2,42792015,42792077,+,False_chromo
67,Xenopus_tropicalis,Hsa-Mir-142-v4,Mir-142,Chr2,42793229,42793291,+,False_chromo
68,Xenopus_tropicalis,Hsa-Mir-29-P2a,Mir-29,Chr3,84742947,84743010,-,False_chromo
69,Xenopus_tropicalis,Hsa-Mir-101-P1-v2,Mir-101,Chr4,84476486,84476543,+,False_chromo
70,Xenopus_tropicalis,Hsa-Mir-137-P1-v1,Mir-137,Chr4,102864638,102864696,-,False_chromo
71,Xenopus_tropicalis,Hsa-Mir-221-P2,Mir-221,Chr2,55675913,55675972,+,False_chromo
72,Xenopus_tropicalis,Hsa-Mir-203-v1,Mir-203,Chr8,98866062,98866120,+,False_chromo
73,Xenopus_tropicalis,Hsa-Mir-144,Mir-144,Chr2,34088297,34088352,+,False_chromo
74,Xenopus_tropicalis,Hsa-Mir-202,Mir-202,Chr7,26834377,26834433,+,False_chromo
75,Xenopus_tropicalis,Hsa-Mir-1-P3,Mir-1,Chr5,150316516,150316574,+,False_chromo
76,Xenopus_tropicalis,Hsa-Mir-192-P2,Mir-192,Chr5,10621796,10621856,+,False_chromo
77,Xenopus_tropicalis,Hsa-Mir-192-P2,Mir-192,Chr4,32896055,32896114,+,False_chromo
78,Xenopus_tropicalis,Hsa-Mir-137-P1-v2,Mir-137,Chr4,102864637,102864696,-,False_chromo
79,Xenopus_tropicalis,Hsa-Mir-29-P1b,Mir-29,Chr3,84740288,84740345,-,False_chromo
80,Xenopus_tropicalis,Hsa-Mir-96-P1,Mir-96,Chr3,87074148,87074210,+,False_chromo
81,Xenopus_tropicalis,Hsa-Mir-130-P2a,Mir-130,Chr2,95225406,95225464,+,False_chromo
82,Xenopus_tropicalis,Hsa-Mir-143,Mir-143,Chr3,40376543,40376597,-,False_chromo
83,Xenopus_tropicalis,Hsa-Mir-455,Mir-455,Chr8,24213145,24213202,-,False_chromo
84,Xenopus_tropicalis,Hsa-Let-7-P2a3,Let-7,Chr8,25237225,25237294,+,False_chromo
85,Xenopus_tropicalis,Hsa-Mir-24-P2,Mir-24,Chr1,135664281,135664338,+,False_chromo
86,Xenopus_tropicalis,Hsa-Mir-10-P1b-v1,Mir-10,Chr9,65082941,65082999,+,False_chromo
87,Xenopus_tropicalis,Hsa-Mir-135-P3,Mir-135,Chr2,73123195,73123254,-,False_chromo
88,Xenopus_tropicalis,Hsa-Mir-218-P2,Mir-218,Chr3,33295748,33295810,+,False_chromo
89,Xenopus_tropicalis,Hsa-Mir-383-v1,Mir-383,Chr1,41561177,41561238,-,False_chromo
90,Xenopus_tropicalis,Hsa-Mir-184,Mir-184,Chr3,118444701,118444761,+,False_chromo
91,Xenopus_tropicalis,Hsa-Mir-132-P1,Mir-132,Chr2,35266277,35266334,+,False_chromo
92,Xenopus_tropicalis,Hsa-Mir-15-P2a,Mir-15,Chr2,149439637,149439692,-,False_chromo
93,Xenopus_tropicalis,Hsa-Mir-338-P1-as,Mir-338,Chr10,26672012,26672075,-,False_chromo
94,Xenopus_tropicalis,Hsa-Let-7-P2a1,Let-7,Chr4,152411181,152411251,+,False_chromo
95,Xenopus_tropicalis,Hsa-Mir-17-P3b,Mir-17,Chr8,68370348,68370408,-,False_chromo
96,Xenopus_tropicalis,Hsa-Mir-128-P2,Mir-128,Chr6,65539740,65539796,+,False_chromo
97,Xenopus_tropicalis,Hsa-Mir-26-P2,Mir-26,Chr6,7664770,7664830,-,False_chromo
98,Xenopus_tropicalis,Hsa-Mir-10-P1b-v2,Mir-10,Chr9,65082942,65082998,+,False_chromo
99,Xenopus_tropicalis,Hsa-Mir-124-P2-v1,Mir-124,Chr6,118136280,118136337,+,False_chromo
100,Xenopus_tropicalis,Hsa-Mir-205-P1,Mir-205,Chr2,51245698,51245756,-,False_chromo
101,Xenopus_tropicalis,Hsa-Mir-30-P1a,Mir-30,Chr5,92563592,92563653,+,False_chromo
102,Xenopus_tropicalis,Hsa-Mir-92-P1a,Mir-92,Chr2,123387849,123387908,-,False_chromo
103,Xenopus_tropicalis,Hsa-Mir-148-P1,Mir-148,Chr6,41567036,41567095,-,False_chromo
104,Xenopus_tropicalis,Hsa-Mir-29-P2b-v1,Mir-29,Chr2,52333796,52333858,+,False_chromo
105,Xenopus_tropicalis,Hsa-Mir-19-P2a,Mir-19,Chr2,123387968,123388029,-,False_chromo
106,Xenopus_tropicalis,Hsa-Mir-96-P3-v1,Mir-96,Chr3,87072992,87073052,+,False_chromo
107,Xenopus_tropicalis,Hsa-Let-7-P2a2,Let-7,Chr3,3748267,3748335,+,False_chromo
108,Xenopus_tropicalis,Hsa-Mir-489-v2,Mir-489,Chr6,32372899,32372960,-,False_chromo
109,Xenopus_tropicalis,Hsa-Mir-10-P1a-v1,Mir-10,Chr10,12050585,12050646,-,False_chromo
110,Xenopus_tropicalis,Hsa-Mir-142-v2,Mir-142,Chr2,42792017,42792075,+,False_chromo
111,Xenopus_tropicalis,Hsa-Mir-142-v2,Mir-142,Chr2,42793231,42793289,+,False_chromo
112,Xenopus_tropicalis,Hsa-Mir-101-P2-v2,Mir-101,Chr1,127269375,127269433,-,False_chromo
113,Xenopus_tropicalis,Hsa-Mir-214-v2,Mir-214,Chr4,107420723,107420784,+,False_chromo
114,Xenopus_tropicalis,Hsa-Mir-499,Mir-499,Chr10,43080552,43080612,-,False_chromo
115,Xenopus_tropicalis,Hsa-Mir-190-P2,Mir-190,Chr8,143495818,143495876,+,False_chromo
116,Xenopus_tropicalis,Hsa-Mir-138-P1,Mir-138,Chr6,50621544,50621604,-,False_chromo
117,Xenopus_tropicalis,Hsa-Mir-199-P3-v1,Mir-199,Chr4,107415572,107415631,+,False_chromo
118,Xenopus_tropicalis,Hsa-Mir-29-P2b-v2,Mir-29,Chr2,52333797,52333857,+,False_chromo
119,Xenopus_tropicalis,Hsa-Mir-92-P2c,Mir-92,Chr3,144223439,144223497,+,False_chromo
120,Xenopus_tropicalis,Hsa-Mir-30-P1c,Mir-30,Chr6,144172481,144172543,-,False_chromo
121,Xenopus_tropicalis,Hsa-Mir-551-P2,Mir-551,Chr5,112612809,112612869,-,False_chromo
122,Xenopus_tropicalis,Hsa-Mir-133-P3-v1,Mir-133,Chr5,150317693,150317750,+,False_chromo
123,Xenopus_tropicalis,Hsa-Mir-204-P1,Mir-204,Chr1,130015143,130015202,-,False_chromo
124,Xenopus_tropicalis,Hsa-Mir-218-P1,Mir-218,Chr1,29787520,29787582,+,False_chromo
125,Xenopus_tropicalis,Hsa-Mir-181-P1a,Mir-181,Chr4,111406339,111406400,-,False_chromo
126,Xenopus_tropicalis,Hsa-Mir-23-P2,Mir-23,Chr1,135663453,135663512,+,False_chromo
127,Xenopus_tropicalis,Hsa-Mir-1-P2,Mir-1,Chr6,108624348,108624408,-,False_chromo
128,Xenopus_tropicalis,Hsa-Mir-7-P1,Mir-7,Chr1,134239504,134239567,-,False_chromo
129,Xenopus_tropicalis,Hsa-Mir-9-P1,Mir-9,Chr8,132772713,132772772,+,False_chromo
130,Xenopus_tropicalis,Hsa-Mir-140-v1,Mir-140,Chr4,60878924,60878985,-,False_chromo
131,Xenopus_tropicalis,Hsa-Mir-126-v3,Mir-126,Chr8,6847977,6848034,+,False_chromo
132,Xenopus_tropicalis,Hsa-Mir-194-P2,Mir-194,Chr5,10620823,10620877,+,False_chromo
133,Xenopus_tropicalis,Hsa-Let-7-P2b2,Let-7,Chr3,3748625,3748701,+,False_chromo
134,Xenopus_tropicalis,Hsa-Mir-128-P1,Mir-128,Chr9,84091568,84091624,-,False_chromo
135,Xenopus_tropicalis,Hsa-Mir-130-P4a,Mir-130,Chr1,153868061,153868124,-,False_chromo
136,Xenopus_tropicalis,Hsa-Mir-193-P2b,Mir-193,Chr9,35856063,35856122,+,False_chromo
137,Xenopus_tropicalis,Hsa-Mir-92-P1b,Mir-92,Chr8,68370105,68370163,-,False_chromo
138,Xenopus_tropicalis,Hsa-Mir-92-P1c,Mir-92,Chr8,146094289,146094345,+,False_chromo
139,Xenopus_tropicalis,Hsa-Mir-30-P1b,Mir-30,Chr2,87867507,87867569,+,False_chromo
140,Xenopus_tropicalis,Hsa-Mir-219-P2,Mir-219,Chr8,25809043,25809109,-,False_chromo
141,Xenopus_tropicalis,Hsa-Let-7-P2c3,Let-7,Chr4,128233092,128233168,+,False_chromo
142,Xenopus_tropicalis,Hsa-Mir-1-P1,Mir-1,Chr10,4972403,4972463,+,False_chromo
143,Xenopus_tropicalis,Hsa-Mir-193-P1b,Mir-193,Chr9,35808448,35808505,+,False_chromo
144,Xenopus_tropicalis,Hsa-Mir-124-P2-v2,Mir-124,Chr6,118136280,118136336,+,False_chromo
145,Xenopus_tropicalis,Hsa-Mir-223,Mir-223,Chr8,40495436,40495499,-,False_chromo
146,Xenopus_tropicalis,Hsa-Mir-27-P2,Mir-27,Chr1,135663681,135663742,+,False_chromo
147,Xenopus_tropicalis,Hsa-Mir-92-P2b,Mir-92,Chr8,68369975,68370039,-,False_chromo
148,Xenopus_tropicalis,Hsa-Mir-338-P1,Mir-338,Chr10,26672012,26672071,+,False_chromo
149,Xenopus_tropicalis,Hsa-Mir-199-P3-v3,Mir-199,Chr4,107415572,107415631,+,False_chromo
150,Xenopus_tropicalis,Hsa-Mir-96-P3-v2,Mir-96,Chr3,87072993,87073051,+,False_chromo
151,Xenopus_tropicalis,Hsa-Mir-10-P1a-v2,Mir-10,Chr10,12050586,12050645,-,False_chromo
152,Xenopus_tropicalis,Hsa-Mir-17-P3a,Mir-17,Chr2,123388096,123388155,-,False_chromo
153,Xenopus_tropicalis,Hsa-Let-7-P2b3,Let-7,Chr8,25237476,25237551,+,False_chromo
154,Xenopus_tropicalis,Hsa-Mir-101-P2-v1,Mir-101,Chr1,127269376,127269432,-,False_chromo
155,Xenopus_tropicalis,Hsa-Let-7-P1c,Let-7,Chr2,27314784,27314849,+,False_chromo
156,Alligator_mississippiensis,Hsa-Mir-129-P1,Mir-129,ScZkoYb_172,4871369,4871435,+,False_chromo
157,Alligator_mississippiensis,Hsa-Mir-193-P1a,Mir-193,ScZkoYb_42.1,5177017,5177075,-,False_chromo
158,Alligator_mississippiensis,Hsa-Mir-133-P1-v2,Mir-133,ScZkoYb_1.1,1695335,1695394,-,False_chromo
159,Alligator_mississippiensis,Hsa-Mir-142-v3,Mir-142,ScZkoYb_312,1358140,1358198,+,False_chromo
160,Alligator_mississippiensis,Hsa-Mir-130-P2b,Mir-130,ScZkoYb_555,24537,24597,-,False_chromo
161,Alligator_mississippiensis,Hsa-Mir-17-P1a,Mir-17,ScZkoYb_6,10810755,10810815,-,False_chromo
162,Alligator_mississippiensis,Hsa-Mir-103-P2,Mir-103,ScZkoYb_141,5130272,5130331,-,False_chromo
163,Alligator_mississippiensis,Hsa-Mir-142-v1,Mir-142,ScZkoYb_312,1358140,1358198,+,False_chromo
164,Alligator_mississippiensis,Hsa-Mir-145,Mir-145,ScZkoYb_24,13478308,13478367,-,False_chromo
165,Alligator_mississippiensis,Hsa-Mir-135-P2,Mir-135,ScZkoYb_5,12728185,12728244,-,False_chromo
166,Alligator_mississippiensis,Hsa-Mir-129-P2,Mir-129,ScZkoYb_106,10867520,10867584,-,False_chromo
167,Alligator_mississippiensis,Hsa-Let-7-P2b1,Let-7,ScZkoYb_88,7299087,7299162,+,False_chromo
168,Alligator_mississippiensis,Hsa-Mir-133-P1-v1,Mir-133,ScZkoYb_1.1,1695335,1695394,-,False_chromo
169,Alligator_mississippiensis,Hsa-Mir-383-v2,Mir-383,ScZkoYb_72,47528512,47528574,-,False_chromo
170,Alligator_mississippiensis,Hsa-Mir-31,Mir-31,ScZkoYb_105,656459,656516,+,False_chromo
171,Alligator_mississippiensis,Hsa-Mir-133-P2-v1,Mir-133,ScZkoYb_552,127279,127338,-,False_chromo
172,Alligator_mississippiensis,Hsa-Mir-126-v1,Mir-126,ScZkoYb_152,19020338,19020396,-,False_chromo
173,Alligator_mississippiensis,Hsa-Mir-30-P2a,Mir-30,ScZkoYb_33.1,1500945,1501005,+,False_chromo
174,Alligator_mississippiensis,Hsa-Mir-130-P1a,Mir-130,ScZkoYb_279.2,610406,610466,+,False_chromo
175,Alligator_mississippiensis,Hsa-Mir-155,Mir-155,ScZkoYb_11,43681803,43681861,+,False_chromo
176,Alligator_mississippiensis,Hsa-Mir-147-v1,Mir-147,ScZkoYb_10,16718630,16718689,-,False_chromo
177,Alligator_mississippiensis,Hsa-Mir-430-P1,Mir-430,ScZkoYb_113.1,214082,214141,+,False_chromo
178,Alligator_mississippiensis,Hsa-Mir-190-P1,Mir-190,ScZkoYb_10,29297079,29297136,-,False_chromo
179,Alligator_mississippiensis,Hsa-Mir-122-as,Mir-122,ScZkoYb_22,15598719,15598776,-,False_chromo
180,Alligator_mississippiensis,Hsa-Mir-10-P3c,Mir-10,ScZkoYb_11,37281664,37281724,+,False_chromo
181,Alligator_mississippiensis,Hsa-Mir-219-P2-as,Mir-219,ScZkoYb_152,13580118,13580184,-,False_chromo
182,Alligator_mississippiensis,Hsa-Mir-10-P3a,Mir-10,ScZkoYb_834,3961407,3961467,+,False_chromo
183,Alligator_mississippiensis,Hsa-Mir-96-P2,Mir-96,ScZkoYb_8,28203095,28203158,+,False_chromo
184,Alligator_mississippiensis,Hsa-Mir-1287,Mir-1287,ScZkoYb_3521,9520,9578,-,False_chromo
185,Alligator_mississippiensis,Hsa-Mir-17-P2a,Mir-17,ScZkoYb_6,10810608,10810671,-,False_chromo
186,Alligator_mississippiensis,Hsa-Mir-489-v1,Mir-489,ScZkoYb_56,7248485,7248544,-,False_chromo
187,Alligator_mississippiensis,Hsa-Mir-3187,Mir-3187,ScZkoYb_1054.1,1819072,1819127,+,False_chromo
188,Alligator_mississippiensis,Hsa-Mir-124-P3-v1,Mir-124,ScZkoYb_1.1,760234,760293,-,False_chromo
189,Alligator_mississippiensis,Hsa-Mir-92-P2a,Mir-92,ScZkoYb_113.1,214644,214702,+,False_chromo
190,Alligator_mississippiensis,Hsa-Mir-103-P1,Mir-103,ScZkoYb_140,9717030,9717088,+,False_chromo
191,Alligator_mississippiensis,Hsa-Mir-599,Mir-599,ScZkoYb_51,18806756,18806813,+,False_chromo
192,Alligator_mississippiensis,Hsa-Mir-451,Mir-451,ScZkoYb_6369,62630,62670,+,False_chromo
193,Alligator_mississippiensis,Hsa-Mir-126-v2,Mir-126,ScZkoYb_152,19020338,19020396,-,False_chromo
194,Alligator_mississippiensis,Hsa-Mir-199-P1-v3,Mir-199,ScZkoYb_152,13712828,13712887,+,False_chromo
195,Alligator_mississippiensis,Hsa-Mir-875,Mir-875,ScZkoYb_51,18806610,18806664,+,False_chromo
196,Alligator_mississippiensis,Hsa-Mir-17-P1b,Mir-17,ScZkoYb_220,2600370,2600428,-,False_chromo
197,Alligator_mississippiensis,Hsa-Mir-196-P2,Mir-196,ScZkoYb_1108,280065,280121,+,False_chromo
198,Alligator_mississippiensis,Hsa-Mir-140-v2,Mir-140,ScZkoYb_5228,237937,237997,+,False_chromo
199,Alligator_mississippiensis,Hsa-Mir-9-P3,Mir-9,ScZkoYb_10,12355228,12355287,+,False_chromo
200,Alligator_mississippiensis,Hsa-Mir-153-P2,Mir-153,ScZkoYb_34,19689908,19689967,+,False_chromo
201,Alligator_mississippiensis,Hsa-Mir-15-P1b,Mir-15,ScZkoYb_99,20725561,20725619,+,False_chromo
202,Alligator_mississippiensis,Hsa-Mir-103-P3,Mir-103,ScZkoYb_7,6617838,6617896,+,False_chromo
203,Alligator_mississippiensis,Hsa-Mir-181-P2a,Mir-181,ScZkoYb_286,1538992,1539052,-,False_chromo
204,Alligator_mississippiensis,Hsa-Mir-34-P1,Mir-34,ScZkoYb_159,7835115,7835179,+,False_chromo
205,Alligator_mississippiensis,Hsa-Mir-19-P1,Mir-19,ScZkoYb_6,10810475,10810532,-,False_chromo
206,Alligator_mississippiensis,Hsa-Mir-124-P3-v2,Mir-124,ScZkoYb_1.1,760235,760293,-,False_chromo
207,Alligator_mississippiensis,Hsa-Mir-9-P2,Mir-9,ScZkoYb_128,13620895,13620953,-,False_chromo
208,Alligator_mississippiensis,Hsa-Mir-221-P1,Mir-221,ScZkoYb_101,2576313,2576374,+,False_chromo
209,Alligator_mississippiensis,Hsa-Mir-122,Mir-122,ScZkoYb_22,15598720,15598776,+,False_chromo
210,Alligator_mississippiensis,Hsa-Mir-148-P3,Mir-148,ScZkoYb_414,40038,40093,+,False_chromo
211,Alligator_mississippiensis,Hsa-Mir-196-P3,Mir-196,ScZkoYb_56,24902815,24902873,-,False_chromo
212,Alligator_mississippiensis,Hsa-Mir-203-v2,Mir-203,ScZkoYb_36.1,9204430,9204489,-,False_chromo
213,Alligator_mississippiensis,Hsa-Mir-34-P2b,Mir-34,ScZkoYb_234,1301780,1301834,-,False_chromo
214,Alligator_mississippiensis,Hsa-Mir-199-P3-v2,Mir-199,ScZkoYb_172,581638,581698,-,False_chromo
215,Alligator_mississippiensis,Hsa-Let-7-P2c2,Let-7,ScZkoYb_58,29268641,29268716,+,False_chromo
216,Alligator_mississippiensis,Hsa-Mir-15-P1a,Mir-15,ScZkoYb_190,3751630,3751687,+,False_chromo
217,Alligator_mississippiensis,Hsa-Mir-196-P1,Mir-196,ScZkoYb_277,3471039,3471098,-,False_chromo
218,Alligator_mississippiensis,Hsa-Mir-101-P1-v1,Mir-101,ScZkoYb_67,12121219,12121274,+,False_chromo
219,Alligator_mississippiensis,Hsa-Mir-17-P1c,Mir-17,ScZkoYb_49.1,16349,16408,-,False_chromo
220,Alligator_mississippiensis,Hsa-Mir-133-P2-v2,Mir-133,ScZkoYb_552,127279,127338,-,False_chromo
221,Alligator_mississippiensis,Hsa-Mir-10-P2c,Mir-10,ScZkoYb_11,37234795,37234853,+,False_chromo
222,Alligator_mississippiensis,Hsa-Mir-187,Mir-187,ScZkoYb_78,1380499,1380554,+,False_chromo
223,Alligator_mississippiensis,Hsa-Mir-30-P2c,Mir-30,ScZkoYb_35,6765030,6765089,-,False_chromo
224,Alligator_mississippiensis,Hsa-Let-7-P1a,Let-7,ScZkoYb_834,3936840,3936905,+,False_chromo
225,Alligator_mississippiensis,Hsa-Mir-21,Mir-21,ScZkoYb_184,13769097,13769156,-,False_chromo
226,Alligator_mississippiensis,Hsa-Mir-214-v1,Mir-214,ScZkoYb_172,575720,575782,-,False_chromo
227,Alligator_mississippiensis,Hsa-Mir-30-P2b,Mir-30,ScZkoYb_111,131847,131907,-,False_chromo
228,Alligator_mississippiensis,Hsa-Mir-133-P3-v2,Mir-133,ScZkoYb_301.2,2019342,2019399,+,False_chromo
229,Alligator_mississippiensis,Hsa-Mir-142-v4,Mir-142,ScZkoYb_312,1358138,1358200,+,False_chromo
230,Alligator_mississippiensis,Hsa-Mir-29-P2a,Mir-29,ScZkoYb_8,24298584,24298647,-,False_chromo
231,Alligator_mississippiensis,Hsa-Mir-101-P1-v2,Mir-101,ScZkoYb_67,12121218,12121275,+,False_chromo
232,Alligator_mississippiensis,Hsa-Mir-137-P1-v1,Mir-137,ScZkoYb_188,1882848,1882905,+,False_chromo
233,Alligator_mississippiensis,Hsa-Mir-490,Mir-490,ScZkoYb_96,14945790,14945851,-,False_chromo
234,Alligator_mississippiensis,Hsa-Mir-194-P1,Mir-194,ScZkoYb_310,24494,24552,-,False_chromo
235,Alligator_mississippiensis,Hsa-Mir-221-P2,Mir-221,ScZkoYb_101,2575747,2575807,+,False_chromo
236,Alligator_mississippiensis,Hsa-Mir-203-v1,Mir-203,ScZkoYb_36.1,9204430,9204489,-,False_chromo
237,Alligator_mississippiensis,Hsa-Mir-202,Mir-202,ScZkoYb_7,1910438,1910495,-,False_chromo
238,Alligator_mississippiensis,Hsa-Mir-1-P3,Mir-1,ScZkoYb_301.2,2014198,2014256,+,False_chromo
239,Alligator_mississippiensis,Hsa-Mir-192-P2,Mir-192,ScZkoYb_3.1,13838077,13838136,+,False_chromo
240,Alligator_mississippiensis,Hsa-Mir-137-P1-v2,Mir-137,ScZkoYb_188,1882848,1882906,+,False_chromo
241,Alligator_mississippiensis,Hsa-Mir-29-P1b,Mir-29,ScZkoYb_422,1061841,1061899,+,False_chromo
242,Alligator_mississippiensis,Hsa-Mir-29-P1b,Mir-29,ScZkoYb_422,1100479,1100537,+,False_chromo
